SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
ADVANIHOTR,EQ,113.0,114.75,109.0,110.15,109.5,111.05,301805,33791174.7,16-NOV-2023,5029,INE199C01026
ADVENZYMES,EQ,331.0,331.0,321.6,322.55,323.5,329.25,124386,40448293.5,16-NOV-2023,6838,INE837H01020
AEGISCHEM,EQ,315.85,321.9,314.0,316.35,317.15,314.7,650700,207161708.55,16-NOV-2023,17141,INE208C01025
AEROFLEX,EQ,161.3,163.2,159.5,160.2,160.3,161.0,428058,68933358.25,16-NOV-2023,6337,INE024001021
AETHER,EQ,898.85,902.0,888.0,889.3,888.15,897.55,30955,27572066.55,16-NOV-2023,3129,INE0BWX01014
AFFLE,EQ,1026.05,1031.85,1020.0,1025.45,1026.0,1026.05,127401,130923475.75,16-NOV-2023,10570,INE00WC01027
AGARIND,EQ,911.0,957.0,901.0,927.9,924.0,906.2,166230,155103019.7,16-NOV-2023,19325,INE204E01012
AGI,EQ,979.0,991.65,971.15,978.95,984.0,973.9,114993,112928275.55,16-NOV-2023,10328,INE415A01038
AGROPHOS,EQ,37.55,38.0,37.0,37.2,37.2,37.55,31398,1171857.3,16-NOV-2023,304,INE740V01019
AGSTRA,EQ,77.0,80.6,76.1,78.35,78.25,75.75,3882403,304711551.65,16-NOV-2023,18474,INE583L01014
AHL,EQ,337.4,337.4,332.0,334.05,332.9,332.4,98685,32947463.0,16-NOV-2023,1418,INE00ZE01026
AHLADA,EQ,122.7,123.9,120.0,120.55,121.0,121.9,76868,9403630.65,16-NOV-2023,910,INE00PV01013
AHLEAST,EQ,132.95,135.4,132.05,134.8,135.4,132.1,5878,789150.4,16-NOV-2023,265,INE926K01017
AHLUCONT,EQ,793.15,803.4,779.0,784.4,782.5,782.8,364766,288076712.9,16-NOV-2023,28001,INE758C01029
AIAENG,EQ,3585.15,3609.85,3550.0,3562.35,3567.35,3585.15,52334,187470866.95,16-NOV-2023,11731,INE212H01026
AJANTPHARM,EQ,1950.0,1974.95,1920.05,1930.1,1928.35,1949.3,138095,269199508.3,16-NOV-2023,16451,INE031B01049
AJMERA,EQ,428.45,428.5,411.2,414.45,417.0,425.95,105068,44077828.9,16-NOV-2023,7190,INE298G01027
AJOONI,EQ,4.85,4.9,4.8,4.85,4.9,4.85,330825,1604492.5,16-NOV-2023,522,INE820Y01021
AKASH,EQ,29.2,29.9,29.2,29.55,29.7,29.1,45540,1349646.35,16-NOV-2023,385,INE737W01013
AKG,EQ,24.05,24.45,23.85,23.95,23.9,24.05,100992,2434371.2,16-NOV-2023,874,INE00Y801016
AKSHAR,EQ,6.4,6.7,6.1,6.1,6.1,6.4,2835503,17637423.25,16-NOV-2023,985,INE256Z01025
AKSHARCHEM,EQ,252.35,253.45,246.0,247.05,246.1,250.85,7024,1750689.05,16-NOV-2023,592,INE542B01011
AKZOINDIA,EQ,2440.65,2489.9,2434.0,2468.7,2468.0,2446.25,15121,37293446.4,16-NOV-2023,4063,INE133A01011
ALANKIT,EQ,14.25,14.25,13.6,13.8,13.65,14.2,4036484,55865297.35,16-NOV-2023,3824,INE914E01040
ALBERTDAVD,EQ,930.7,930.7,903.05,916.35,919.0,913.2,43673,39993406.55,16-NOV-2023,4457,INE155C01010
ALEMBICLTD,EQ,82.0,83.05,80.7,82.15,82.2,81.5,1184398,97250176.7,16-NOV-2023,5342,INE426A01027
ALICON,EQ,844.3,850.0,836.1,841.2,841.0,835.95,7080,5962899.65,16-NOV-2023,780,INE062D01024
ALKALI,EQ,110.95,111.0,107.85,109.5,109.05,110.45,16448,1800087.05,16-NOV-2023,387,INE773I01017
ALKEM,EQ,4359.0,4380.0,4322.25,4361.25,4362.0,4344.95,113150,493780432.25,16-NOV-2023,15017,INE540L01014
ALKYLAMINE,EQ,2139.95,2155.0,2132.0,2138.45,2133.25,2129.15,21817,46757338.55,16-NOV-2023,4354,INE150B01039
ALLCARGO,EQ,283.55,285.0,278.4,279.8,279.0,282.8,422101,119373709.55,16-NOV-2023,7604,INE418H01029
ALLSEC,EQ,648.85,657.4,643.55,651.15,650.5,644.0,34835,22751064.0,16-NOV-2023,2947,INE835G01018
ALMONDZ,EQ,81.95,88.5,80.9,83.75,84.85,81.35,176481,14789522.95,16-NOV-2023,2530,INE326B01027
ALOKINDS,EQ,19.6,21.6,19.45,21.3,21.45,19.4,93603090,1961430358.75,16-NOV-2023,72387,INE270A01029
ALPA,EQ,96.75,102.0,96.25,97.65,97.9,96.0,828084,82261878.95,16-NOV-2023,8571,INE385I01010
ALPHAETF,EQ,18.3,18.64,18.24,18.38,18.32,18.28,20907,382474.5,16-NOV-2023,100,INF769K01KU7
ALPHAGEO,EQ,286.0,286.0,273.1,278.25,278.9,284.25,18268,5100891.15,16-NOV-2023,990,INE137C01018
ALPSINDUS,EQ,2.15,2.15,2.1,2.15,2.15,2.1,32905,70403.5,16-NOV-2023,93,INE093B01015
AMBER,EQ,3179.7,3298.0,3131.0,3272.8,3240.0,3173.45,156570,506799498.3,16-NOV-2023,24919,INE371P01015
AMBIKCO,EQ,1602.1,1675.0,1586.05,1628.95,1631.5,1602.05,42321,69692090.7,16-NOV-2023,5197,INE540G01014
AMBUJACEM,EQ,420.0,420.65,417.0,419.9,420.35,418.15,1724084,722291310.0,16-NOV-2023,26167,INE079A01024
AMDIND,EQ,73.5,76.55,71.1,75.5,75.15,72.95,142886,10754881.2,16-NOV-2023,1129,INE005I01014
AMIORG,EQ,1075.0,1094.0,1070.9,1084.1,1090.0,1074.25,53795,58353214.9,16-NOV-2023,4600,INE00FF01017
AMJLAND,EQ,39.9,40.45,38.0,39.15,39.5,39.5,266019,10535594.55,16-NOV-2023,1670,INE606A01024
AMNPLST,EQ,153.25,158.75,153.25,156.1,156.8,153.8,9783,1524568.85,16-NOV-2023,327,INE275D01022
AMRUTANJAN,EQ,592.0,611.1,589.0,599.45,600.25,592.35,61830,37156640.35,16-NOV-2023,4087,INE098F01031
ANANDRATHI,EQ,2132.55,2149.65,2100.0,2107.6,2125.5,2132.55,29463,62383548.75,16-NOV-2023,3715,INE463V01026
ANANTRAJ,EQ,250.95,254.9,250.3,252.65,254.5,250.6,854913,216166965.75,16-NOV-2023,7977,INE242C01024
ANDHRAPAP,EQ,569.0,579.0,567.0,574.7,574.9,565.0,109745,62906263.15,16-NOV-2023,5429,INE435A01028
ANDHRSUGAR,EQ,109.45,109.45,108.0,108.3,108.4,108.5,124908,13570125.05,16-NOV-2023,2905,INE715B01021
ANGELONE,EQ,3045.0,3046.9,2921.05,2972.05,2974.0,3035.1,1008322,3008743652.85,16-NOV-2023,64315,INE732I01013
ANIKINDS,EQ,49.0,49.5,48.75,49.5,49.5,47.15,68110,3362649.1,16-NOV-2023,194,INE087B01017
ANMOL,EQ,58.3,59.0,57.45,57.65,57.65,59.2,273419,15873668.25,16-NOV-2023,1759,INE02AR01019
ANUP,EQ,2830.0,2864.95,2711.3,2754.35,2744.9,2808.75,21710,60918035.95,16-NOV-2023,6177,INE294Z01018
ANURAS,EQ,925.0,935.45,921.85,932.4,932.6,924.1,263085,244339785.3,16-NOV-2023,5400,INE930P01018
APARINDS,EQ,5621.05,5649.9,5536.0,5560.5,5555.0,5621.45,75382,420525828.65,16-NOV-2023,11321,INE372A01015
APCL,EQ,224.8,224.8,215.5,217.15,219.25,220.2,49914,10898732.35,16-NOV-2023,1972,INE071F01012
APCOTEXIND,EQ,522.5,524.0,512.5,522.5,523.5,518.6,42521,22097853.8,16-NOV-2023,2721,INE116A01032
APEX,EQ,215.55,216.15,208.35,210.65,210.5,214.9,95914,20368536.1,16-NOV-2023,3297,INE346W01013
APLAPOLLO,EQ,1674.0,1714.9,1667.35,1685.45,1684.95,1662.3,1116709,1888315258.05,16-NOV-2023,55101,INE702C01027
APLLTD,EQ,755.35,759.1,742.0,744.8,745.4,755.35,60031,44841969.95,16-NOV-2023,6110,INE901L01018
APOLLO,EQ,140.0,146.7,139.0,146.7,146.7,133.4,14738490,2146397920.5,16-NOV-2023,47434,INE713T01028
APOLLOHOSP,EQ,5224.0,5368.0,5201.75,5338.75,5332.2,5224.95,449045,2382355864.0,16-NOV-2023,60107,INE437A01024
APOLLOPIPE,EQ,699.5,702.95,687.15,690.4,690.9,695.5,46209,32011729.6,16-NOV-2023,4137,INE126J01016
APOLLOTYRE,EQ,428.95,432.4,425.1,427.85,428.0,428.3,2030076,870292189.7,16-NOV-2023,24307,INE438A01022
APOLSINHOT,EQ,1769.8,1769.8,1715.0,1737.3,1736.0,1768.95,1784,3102872.15,16-NOV-2023,423,INE451F01024
APTECHT,EQ,252.95,255.45,249.0,250.2,250.45,252.05,213321,53730499.95,16-NOV-2023,7017,INE266F01018
APTUS,EQ,302.0,306.0,298.1,301.65,300.25,301.8,512015,154341812.3,16-NOV-2023,18866,INE852O01025
ARCHIES,EQ,24.8,25.35,24.35,24.5,24.5,24.7,36263,895963.65,16-NOV-2023,411,INE731A01020
ARE&M,EQ,644.85,648.6,640.55,642.4,642.95,642.45,279419,180161891.5,16-NOV-2023,9699,INE885A01032
ARIES,EQ,191.95,193.95,187.05,191.0,190.0,190.15,87204,16612473.4,16-NOV-2023,3018,INE298I01015
ARIHANTCAP,EQ,68.95,68.95,67.8,67.9,67.8,68.3,55692,3793601.8,16-NOV-2023,508,INE420B01036
ARIHANTSUP,EQ,234.2,245.9,232.55,237.95,236.55,233.2,297657,71164423.1,16-NOV-2023,3593,INE643K01018
ARMANFIN,EQ,2155.55,2155.55,2104.3,2112.9,2109.45,2143.75,9542,20259486.75,16-NOV-2023,2135,INE109C01017
ARROWGREEN,EQ,451.0,464.0,430.8,448.6,448.0,442.15,102391,46132816.8,16-NOV-2023,10428,INE570D01018
ARSHIYA,EQ,4.35,4.45,4.15,4.45,4.45,4.25,939122,4099244.9,16-NOV-2023,686,INE968D01022
ARTEMISMED,EQ,160.85,173.8,157.8,166.8,166.75,159.25,818623,136224980.55,16-NOV-2023,15287,INE025R01021
ARTNIRMAN,EQ,49.65,49.65,48.0,48.85,49.3,48.95,2664,129591.0,16-NOV-2023,114,INE738V01013
ARVEE,EQ,116.75,117.0,113.8,116.45,117.0,115.25,1337,154878.65,16-NOV-2023,117,INE006Z01016
ARVIND,EQ,218.0,223.6,214.65,219.25,218.7,217.1,2183747,480154956.95,16-NOV-2023,26543,INE034A01011
ARVINDFASN,EQ,389.7,393.0,381.1,387.7,389.0,387.5,451870,174688205.65,16-NOV-2023,16124,INE955V01021
ARVSMART,EQ,346.9,356.7,346.9,355.0,355.0,350.4,54703,19280706.35,16-NOV-2023,3335,INE034S01021
ASAHIINDIA,EQ,577.0,577.0,565.0,568.25,569.0,572.8,55097,31469079.9,16-NOV-2023,4743,INE439A01020
ASAHISONG,EQ,299.95,299.95,292.05,294.6,294.7,298.3,24850,7338673.55,16-NOV-2023,1621,INE228I01012
ASAL,EQ,393.0,405.0,393.0,397.95,397.15,396.05,20972,8404361.2,16-NOV-2023,1601,INE900C01027
ASALCBR,EQ,463.05,469.4,463.0,464.15,464.0,465.8,26523,12339978.8,16-NOV-2023,2680,INE073G01016
ASHIANA,EQ,258.5,267.2,253.35,257.65,256.15,260.2,194775,50967205.85,16-NOV-2023,5525,INE365D01021
ASHIMASYN,EQ,16.5,16.85,15.9,16.1,15.9,16.35,693513,11273766.05,16-NOV-2023,1462,INE440A01010
ASHOKA,EQ,140.9,151.65,140.25,146.6,146.5,140.55,8315928,1229242229.55,16-NOV-2023,48125,INE442H01029
ASHOKAMET,EQ,19.9,20.6,19.65,20.35,20.55,20.15,84864,1714986.7,16-NOV-2023,894,INE760Y01011
ASHOKLEY,EQ,175.0,176.2,174.0,174.35,174.5,174.75,7688151,1344506602.1,16-NOV-2023,61268,INE208A01029
ASIANENE,EQ,182.35,190.05,180.8,185.5,185.5,182.35,40411,7444787.2,16-NOV-2023,1115,INE276G01015
ASIANHOTNR,EQ,207.65,209.95,200.4,204.35,204.4,207.55,2975,609962.0,16-NOV-2023,150,INE363A01022
ASIANPAINT,EQ,3119.0,3140.9,3097.6,3130.3,3131.1,3116.2,675454,2111463858.05,16-NOV-2023,70056,INE021A01026
ASIANTILES,EQ,79.0,81.4,79.0,79.85,80.15,79.9,804521,64642054.2,16-NOV-2023,4272,INE022I01019
ASKAUTOLTD,EQ,317.0,319.7,311.0,313.85,313.1,310.1,4725578,1493149957.0,16-NOV-2023,56540,INE491J01022
ASPINWALL,EQ,232.95,235.95,230.5,232.05,231.45,230.45,5471,1276007.0,16-NOV-2023,203,INE991I01015
ASTEC,EQ,1299.0,1303.0,1275.0,1280.5,1285.25,1296.6,6133,7873607.4,16-NOV-2023,962,INE563J01010
ASTERDM,EQ,334.55,338.4,330.8,336.1,335.2,336.6,236044,79177668.7,16-NOV-2023,7683,INE914M01019
ASTRAL,EQ,1884.2,1898.9,1875.7,1892.85,1894.0,1883.5,167444,316185703.25,16-NOV-2023,16513,INE006I01046
ASTRAMICRO,EQ,546.95,577.6,540.05,560.25,561.0,544.7,1405019,793261338.05,16-NOV-2023,33655,INE386C01029
ASTRAZEN,EQ,4619.8,4717.0,4610.05,4657.65,4658.0,4611.85,10448,48791860.1,16-NOV-2023,3090,INE203A01020
ATAM,EQ,146.0,158.0,138.0,143.85,143.8,143.9,148686,22064129.7,16-NOV-2023,3647,INE09KD01013
ATFL,EQ,803.9,803.9,787.0,789.65,792.9,800.0,4005,3172527.4,16-NOV-2023,431,INE209A01019
ATGL,EQ,542.9,542.9,535.5,536.45,536.3,539.75,299925,161230449.65,16-NOV-2023,12314,INE399L01023
ATL,EQ,45.45,52.75,44.45,50.9,51.15,45.25,8977592,447504045.7,16-NOV-2023,25010,INE0NN701020
ATLANTA,EQ,20.95,21.55,20.2,21.55,21.55,20.55,130213,2764170.35,16-NOV-2023,600,INE285H01022
ATUL,EQ,6690.0,6748.5,6650.0,6709.3,6699.0,6678.05,56500,378123909.95,16-NOV-2023,4983,INE100A01010
ATULAUTO,EQ,634.95,636.5,621.75,625.95,626.85,629.95,79844,50284218.45,16-NOV-2023,2924,INE951D01028
AUBANK,EQ,727.8,733.85,719.0,729.6,729.2,726.55,1478691,1073412640.05,16-NOV-2023,34781,INE949L01017
AUROPHARMA,EQ,968.1,980.0,959.0,976.55,978.0,966.9,2432781,2363896637.7,16-NOV-2023,42360,INE406A01037
AURUM,EQ,137.1,137.1,127.0,130.25,131.8,135.75,99818,13264877.45,16-NOV-2023,1484,INE898S01029
AUTOAXLES,EQ,2430.0,2439.0,2379.05,2401.75,2395.0,2420.7,11900,28639269.1,16-NOV-2023,2941,INE449A01011
AUTOBEES,EQ,169.06,171.0,167.73,170.29,170.21,168.8,97491,16568511.97,16-NOV-2023,1360,INF204KC1337
AVADHSUGAR,EQ,703.75,705.1,678.2,684.45,689.0,700.2,61410,42434122.55,16-NOV-2023,4847,INE349W01017
AVALON,EQ,485.0,485.0,477.6,478.85,479.0,481.0,165455,79295273.35,16-NOV-2023,6491,INE0LCL01028
AVANTIFEED,EQ,392.85,396.85,391.4,393.45,392.1,389.2,128552,50635687.7,16-NOV-2023,6187,INE871C01038
AVG,EQ,274.05,274.05,266.5,267.2,268.0,268.65,17161,4609567.5,16-NOV-2023,771,INE680Z01018
AVONMORE,EQ,81.85,81.85,79.35,80.85,80.35,80.2,25631,2073070.1,16-NOV-2023,664,INE323B01016
AVROIND,EQ,97.95,99.35,95.0,96.4,97.2,97.45,36571,3551426.65,16-NOV-2023,814,INE652Z01017
AVTNPL,EQ,89.4,91.45,89.4,90.35,90.05,89.6,300132,27192072.3,16-NOV-2023,2483,INE488D01021
AWHCL,EQ,496.9,507.9,478.0,481.6,484.0,497.2,345410,170084410.1,16-NOV-2023,12180,INE01BK01022
AWL,EQ,296.55,298.5,294.3,297.2,296.85,296.55,1120058,332579805.8,16-NOV-2023,19191,INE699H01024
AXISBANK,EQ,1042.8,1044.0,1022.15,1026.35,1026.0,1041.35,6908825,7145941936.85,16-NOV-2023,133655,INE238A01034
AXISBNKETF,EQ,457.06,457.06,446.97,448.63,448.7,448.1,825,370235.68,16-NOV-2023,55,INF846K01X63
AXISBPSETF,EQ,11.3,11.31,11.29,11.3,11.3,11.3,10988,124215.3,16-NOV-2023,359,INF846K01Z04
AXISCADES,EQ,579.85,579.9,560.0,561.55,563.0,572.15,41606,23642555.55,16-NOV-2023,1949,INE555B01013
AXISCETF,EQ,88.03,89.15,87.76,88.64,89.15,87.42,2710,239364.34,16-NOV-2023,70,INF846K016C7
AXISGOLD,EQ,51.99,52.47,51.37,51.55,51.55,51.67,117775,6066043.44,16-NOV-2023,925,INF846K01W80
AXISHCETF,EQ,99.41,100.79,99.41,100.29,100.19,99.26,8148,815936.62,16-NOV-2023,125,INF846K01Z12
AXISILVER,EQ,74.65,74.65,73.11,73.86,73.9,73.19,43288,3177620.41,16-NOV-2023,169,INF846K011K1
AXISNIFTY,EQ,211.0,213.21,210.74,211.91,211.88,211.15,23600,5021853.53,16-NOV-2023,135,INF846K01W98
AXISTECETF,EQ,329.87,339.85,329.2,337.51,335.75,329.1,28615,9601263.59,16-NOV-2023,710,INF846K01Y96
AXITA,EQ,27.45,27.5,25.95,26.05,26.1,26.95,2586304,68469137.55,16-NOV-2023,6155,INE02EZ01022
AXSENSEX,EQ,66.19,66.82,66.0,66.61,66.78,66.98,740,49136.79,16-NOV-2023,50,INF846K010Q0
AYMSYNTEX,EQ,68.25,70.1,66.85,67.3,67.05,67.45,108195,7399609.0,16-NOV-2023,892,INE193B01039
BAJAJ-AUTO,EQ,5520.0,5583.3,5496.95,5550.9,5547.85,5536.7,324712,1803026761.0,16-NOV-2023,48835,INE917I01010
BAJAJCON,EQ,221.7,224.1,220.05,221.3,221.75,221.2,369279,82016543.15,16-NOV-2023,10963,INE933K01021
BAJAJELEC,EQ,1017.0,1017.0,998.65,1001.05,1002.0,1007.05,35289,35471419.35,16-NOV-2023,3686,INE193E01025
BAJAJFINSV,EQ,1561.05,1628.0,1539.05,1620.65,1623.0,1587.05,3213352,5132171711.7,16-NOV-2023,119177,INE918I01026
BAJAJHCARE,EQ,392.4,395.3,389.5,392.8,390.7,390.95,98051,38484997.4,16-NOV-2023,5345,INE411U01027
BAJAJHIND,EQ,33.2,33.6,31.95,32.35,32.5,33.2,15056498,493575729.05,16-NOV-2023,21914,INE306A01021
BAJAJHLDNG,EQ,7091.55,7195.0,7036.0,7138.4,7125.0,7183.25,21153,150580115.75,16-NOV-2023,6251,INE118A01012
BAJFINANCE,EQ,6944.55,7380.7,6931.25,7362.45,7361.0,7224.3,4557043,32707240969.35,16-NOV-2023,298790,INE296A01024
BALAJITELE,EQ,70.5,70.9,69.5,70.0,70.35,70.5,335005,23491305.55,16-NOV-2023,2438,INE794B01026
BALAMINES,EQ,2024.6,2079.0,2024.6,2035.35,2040.0,2024.6,49238,100987109.45,16-NOV-2023,7749,INE050E01027
BALAXI,EQ,410.25,420.9,410.25,413.3,411.2,409.9,1413,586182.55,16-NOV-2023,124,INE618N01014
BALKRISHNA,EQ,29.6,30.2,29.5,30.05,30.1,29.75,21375,639100.7,16-NOV-2023,603,INE875R01011
BALKRISIND,EQ,2634.95,2682.75,2623.65,2653.95,2640.2,2634.8,466453,1238356375.1,16-NOV-2023,29004,INE787D01026
BALMLAWRIE,EQ,154.4,161.8,154.4,158.75,158.1,154.2,1548768,247243143.4,16-NOV-2023,16334,INE164A01016
BALPHARMA,EQ,101.0,118.35,100.75,112.45,113.2,100.6,1360701,151247983.9,16-NOV-2023,11974,INE083D01012
BALRAMCHIN,EQ,436.75,438.1,431.5,435.0,435.0,436.75,665364,288921672.95,16-NOV-2023,10492,INE119A01028
BANARBEADS,EQ,91.45,92.9,90.95,92.6,92.7,90.75,13918,1281741.3,16-NOV-2023,377,INE655B01011
BANARISUG,EQ,2624.8,2624.8,2580.05,2592.4,2590.0,2607.2,848,2208817.35,16-NOV-2023,257,INE459A01010
BANCOINDIA,EQ,589.95,617.75,586.0,599.65,599.0,589.9,413979,249802842.7,16-NOV-2023,23235,INE213C01025
BANDHANBNK,EQ,221.95,224.5,221.0,222.2,222.35,222.1,5042753,1125669838.6,16-NOV-2023,37844,INE545U01014
BANG,EQ,63.0,67.8,61.55,66.4,65.85,56.5,3003218,195919761.7,16-NOV-2023,14166,INE863I01016
BANKA,EQ,73.55,74.75,71.55,72.75,72.8,73.0,32826,2398406.05,16-NOV-2023,1575,INE862Y01015
BANKBARODA,EQ,198.2,200.0,196.95,198.35,198.5,197.7,13256095,2636065109.85,16-NOV-2023,53844,INE028A01039
BANKBEES,EQ,451.74,452.49,449.52,450.2,450.1,450.48,382202,172471647.11,16-NOV-2023,4438,INF204KB15I9
BANKETF,EQ,442.16,444.0,440.72,441.44,440.72,441.92,11197,4959123.22,16-NOV-2023,78,INF769K01KR3
BANKINDIA,EQ,108.2,108.2,106.0,106.7,106.75,108.0,5727373,613041672.9,16-NOV-2023,20340,INE084A01016
BANSWRAS,EQ,144.45,146.9,137.95,145.7,145.9,143.9,100378,14525573.85,16-NOV-2023,2127,INE629D01020
BARBEQUE,EQ,616.0,624.95,609.1,620.6,620.5,612.75,46678,28824488.8,16-NOV-2023,4865,INE382M01027
BASF,EQ,2925.05,2943.65,2901.95,2934.6,2915.5,2931.8,17148,50189220.4,16-NOV-2023,2672,INE373A01013
BASML,EQ,45.75,50.2,44.6,49.6,50.15,45.05,655976,31857199.05,16-NOV-2023,3903,INE186H01022
BATAINDIA,EQ,1592.85,1609.0,1581.95,1603.05,1596.35,1592.85,121402,194268521.3,16-NOV-2023,8403,INE176A01028
BAYERCROP,EQ,5545.0,5554.8,5440.0,5465.6,5470.0,5559.95,18662,102344453.55,16-NOV-2023,5032,INE462A01022
BBETF0432,EQ,1092.25,1095.0,1092.25,1094.0,1094.0,1091.52,1166,1275631.44,16-NOV-2023,19,INF754K01OB1
BBL,EQ,3643.5,3702.2,3610.0,3681.8,3685.0,3616.2,20137,73538884.0,16-NOV-2023,5162,INE464A01028
BBTC,EQ,1444.0,1503.0,1443.95,1489.7,1486.55,1438.9,273128,404711103.45,16-NOV-2023,17360,INE050A01025
BBTCL,EQ,269.65,269.65,248.0,251.2,249.0,261.15,16312,4212880.6,16-NOV-2023,726,INE01EE01011
BCG,EQ,17.4,17.6,17.05,17.1,17.15,17.2,8794950,151777678.35,16-NOV-2023,11867,INE425B01027
