SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
UNITEDTEA,EQ,319.9,322.1,316.85,318.35,319.7,316.9,637,203431.55,13-NOV-2023,67,INE458F01011
UNIVCABLES,EQ,502.2,512.65,493.0,495.3,493.0,504.75,44545,22370201.9,13-NOV-2023,4991,INE279A01012
UNIVPHOTO,EQ,402.35,422.0,399.0,411.85,414.0,405.65,1573,640682.05,13-NOV-2023,175,INE03V001013
UNOMINDA,EQ,633.95,634.35,627.2,629.2,629.5,636.35,353585,223092768.5,13-NOV-2023,11713,INE405E01023
UPL,EQ,555.0,556.5,550.1,552.7,553.5,555.75,1449034,799990371.55,13-NOV-2023,47361,INE628A01036
URAVI,EQ,283.1,283.1,268.15,275.9,278.35,275.85,3405,935780.25,13-NOV-2023,234,INE568Z01015
URJA,EQ,11.25,11.4,10.6,11.2,11.25,11.25,16209985,177975338.35,13-NOV-2023,15068,INE550C01020
USHAMART,EQ,316.0,327.5,315.05,323.8,323.0,314.9,724266,234156458.05,13-NOV-2023,15461,INE228A01035
USK,EQ,37.1,37.1,35.95,36.3,36.65,36.6,333751,12180247.0,13-NOV-2023,4779,INE0N0Y01013
UTIAMC,EQ,789.0,791.05,770.0,772.15,774.5,786.35,137717,106919513.2,13-NOV-2023,10715,INE094J01016
UTIBANKETF,EQ,44.5,45.05,44.41,44.77,44.78,44.65,38187,1707660.63,13-NOV-2023,351,INF789F1AUV1
UTINEXT50,EQ,49.07,49.07,48.3,48.48,48.54,48.55,13349,647617.36,13-NOV-2023,179,INF789F1AUW9
UTINIFTETF,EQ,209.71,209.83,208.35,209.59,209.5,209.7,26275,5504029.9,13-NOV-2023,805,INF789F1AZC0
UTISENSETF,EQ,707.97,707.97,697.0,700.38,701.0,702.9,1189,831193.2,13-NOV-2023,79,INF789FB1X58
UTISXN50,EQ,60.77,60.95,60.39,60.82,60.6,61.05,726,44088.72,13-NOV-2023,46,INF789F1AUU3
UTKARSHBNK,EQ,51.4,53.45,50.75,52.9,52.9,51.35,7421233,389736584.05,13-NOV-2023,18682,INE735W01017
UTTAMSUGAR,EQ,438.0,441.25,428.05,431.0,430.7,439.75,83276,36036971.65,13-NOV-2023,4192,INE786F01031
VADILALIND,EQ,2470.0,2525.0,2470.0,2482.85,2485.0,2497.95,5933,14770734.1,13-NOV-2023,1164,INE694D01016
VAIBHAVGBL,EQ,422.0,425.9,416.6,419.25,419.95,422.4,119957,50402623.85,13-NOV-2023,6544,INE884A01027
VAISHALI,EQ,138.05,141.0,136.2,138.4,138.85,138.7,31078,4321062.9,13-NOV-2023,599,INE972X01014
VAKRANGEE,EQ,18.95,19.0,18.55,18.8,18.9,18.9,10215027,191767853.1,13-NOV-2023,10661,INE051B01021
VALIANTLAB,EQ,187.0,187.0,180.8,182.1,182.15,187.7,160510,29500316.75,13-NOV-2023,5551,INE0JWS01017
VALIANTORG,EQ,436.0,439.7,434.0,436.8,438.0,439.7,24029,10489555.7,13-NOV-2023,3226,INE565V01010
VARDHACRLC,EQ,55.55,55.55,54.55,54.8,54.65,54.65,52697,2895313.4,13-NOV-2023,317,INE116G01013
VARROC,EQ,472.8,478.0,466.0,472.45,474.8,473.15,210248,99520989.85,13-NOV-2023,7750,INE665L01035
VASCONEQ,EQ,76.4,78.9,75.55,77.6,77.55,76.2,1637487,126999006.25,13-NOV-2023,6663,INE893I01013
VBL,EQ,1012.0,1016.25,1002.35,1008.75,1009.85,1012.1,1299695,1314875219.75,13-NOV-2023,49075,INE200M01021
VCL,EQ,1.7,1.7,1.65,1.65,1.65,1.7,314942,529143.65,13-NOV-2023,346,INE098201036
VEDL,EQ,244.5,244.7,241.4,241.95,242.05,245.05,4210127,1021400244.45,13-NOV-2023,43685,INE205A01025
VENKEYS,EQ,2038.15,2074.15,2018.0,2024.05,2023.1,2033.25,28708,58582170.0,13-NOV-2023,4077,INE398A01010
VENUSPIPES,EQ,1466.0,1477.0,1440.35,1461.05,1463.0,1460.2,45398,66468784.55,13-NOV-2023,5211,INE0JA001018
VENUSREM,EQ,338.0,362.6,330.2,351.1,350.0,338.9,334042,116227012.95,13-NOV-2023,14973,INE411B01019
VERANDA,EQ,204.0,217.8,193.2,215.5,214.0,201.0,620011,130913176.0,13-NOV-2023,14531,INE0IQ001011
VERTOZ,EQ,353.9,360.0,351.75,357.65,354.0,357.45,99744,35555701.85,13-NOV-2023,1854,INE188Y01015
VESUVIUS,EQ,3556.0,3657.9,3510.1,3632.9,3628.0,3581.65,8874,31967425.3,13-NOV-2023,3690,INE386A01015
VETO,EQ,120.45,120.45,116.7,117.25,117.2,118.45,57707,6779485.85,13-NOV-2023,1165,INE918N01018
VGUARD,EQ,291.7,292.2,289.0,290.55,291.0,291.2,71182,20677861.5,13-NOV-2023,3258,INE951I01027
VHL,EQ,2755.0,2857.0,2755.0,2822.15,2830.0,2835.25,1798,5090112.95,13-NOV-2023,309,INE701A01023
VIDHIING,EQ,425.65,429.4,422.15,424.4,424.0,426.1,7887,3350590.7,13-NOV-2023,1035,INE632C01026
VIJAYA,EQ,636.95,652.5,615.6,623.1,617.9,638.75,326836,207527069.6,13-NOV-2023,15725,INE043W01024
VIKASLIFE,EQ,5.05,5.1,4.95,5.0,5.0,5.05,9962155,49747739.15,13-NOV-2023,5774,INE161L01027
VIMTALABS,EQ,415.0,416.95,405.05,408.25,409.0,411.45,39711,16320702.0,13-NOV-2023,3493,INE579C01029
VINATIORGA,EQ,1765.0,1765.0,1740.05,1747.65,1745.0,1758.05,16334,28582652.95,13-NOV-2023,3609,INE410B01037
VINDHYATEL,EQ,2399.85,2416.85,2315.0,2395.7,2395.0,2399.85,18626,44078451.45,13-NOV-2023,3759,INE707A01012
VINEETLAB,EQ,59.0,67.95,58.9,67.95,67.95,56.65,1099547,72424443.7,13-NOV-2023,7072,INE505Y01010
VINYLINDIA,EQ,414.95,416.0,406.05,414.7,414.15,410.75,26728,11025649.95,13-NOV-2023,2088,INE250B01029
VIPCLOTHNG,EQ,48.6,48.6,46.65,46.95,46.85,48.3,263060,12440716.35,13-NOV-2023,1916,INE450G01024
VIPIND,EQ,606.85,606.85,594.95,596.35,597.3,604.45,167529,100375260.75,13-NOV-2023,6551,INE054A01027
VIPULLTD,EQ,18.0,18.0,17.6,17.8,17.85,17.8,64587,1145862.85,13-NOV-2023,182,INE946H01037
VISAKAIND,EQ,84.8,84.8,83.05,83.8,84.25,84.8,163629,13687764.6,13-NOV-2023,2319,INE392A01021
VISHAL,EQ,20.6,20.6,20.15,20.35,20.35,20.6,193277,3923907.5,13-NOV-2023,1354,INE755Q01025
VISHNU,EQ,320.0,321.2,311.8,318.8,318.85,320.4,128874,40634436.25,13-NOV-2023,5836,INE270I01022
VISHWARAJ,EQ,17.6,17.6,17.15,17.35,17.35,17.45,709733,12265275.35,13-NOV-2023,1931,INE430N01022
VIVIDHA,EQ,0.9,0.9,0.85,0.9,0.9,0.9,1237497,1064030.3,13-NOV-2023,363,INE370E01029
VLEGOV,EQ,31.4,31.95,31.25,31.35,31.5,31.4,143042,4509314.6,13-NOV-2023,998,INE03HW01020
VLSFINANCE,EQ,187.95,187.95,185.35,187.45,187.95,187.95,22965,4291308.1,13-NOV-2023,602,INE709A01018
VMART,EQ,1682.0,1707.9,1674.95,1700.75,1705.5,1682.75,14086,23822364.45,13-NOV-2023,2946,INE665J01013
VOLTAMP,EQ,5244.0,5346.0,5204.55,5236.25,5240.9,5248.1,16353,86271234.6,13-NOV-2023,4770,INE540H01012
VOLTAS,EQ,827.0,830.8,811.2,814.0,813.0,829.3,859220,700441667.95,13-NOV-2023,31435,INE226A01021
VPRPL,EQ,198.0,198.0,192.25,193.45,194.2,197.45,852560,165588295.5,13-NOV-2023,11139,INE0AE001013
VRLLOG,EQ,670.45,679.95,662.2,674.7,675.1,667.1,41804,28034396.9,13-NOV-2023,3187,INE366I01010
VSSL,EQ,207.55,211.85,207.55,210.45,211.0,211.65,39697,8353735.75,13-NOV-2023,1861,INE050M01012
VSTIND,EQ,3200.0,3205.95,3180.0,3182.75,3180.0,3206.35,2668,8511029.05,13-NOV-2023,953,INE710A01016
VSTTILLERS,EQ,3764.65,3787.0,3710.0,3733.3,3710.0,3777.2,7670,28817966.35,13-NOV-2023,2105,INE764D01017
VTL,EQ,367.0,368.4,360.45,363.3,362.0,367.1,124837,45337147.0,13-NOV-2023,8039,INE825A01020
WABAG,EQ,565.0,580.0,555.15,569.05,566.5,566.8,848455,482294900.45,13-NOV-2023,32188,INE956G01038
WEBELSOLAR,EQ,204.0,212.65,198.05,202.45,203.0,202.65,631964,130556539.9,13-NOV-2023,7260,INE855C01015
WEIZMANIND,EQ,145.45,147.4,142.0,146.3,146.65,144.25,30164,4383516.0,13-NOV-2023,1139,INE080A01014
WELCORP,EQ,531.0,546.3,518.0,523.8,524.45,529.2,4226034,2246736616.35,13-NOV-2023,72443,INE191B01025
WELENT,EQ,317.95,328.9,310.0,312.3,310.85,317.9,832057,265345530.4,13-NOV-2023,18337,INE625G01013
WELSPUNIND,EQ,150.4,159.7,148.9,158.65,159.5,150.45,9358690,1459997571.75,13-NOV-2023,53752,INE192B01031
WENDT,EQ,12495.7,12600.0,12400.05,12489.5,12505.0,12492.4,331,4139380.2,13-NOV-2023,177,INE274C01019
WESTLIFE,EQ,831.0,831.0,817.85,825.2,825.2,830.4,70353,58031591.55,13-NOV-2023,6652,INE274F01020
WHEELS,EQ,673.65,674.8,660.0,666.75,665.2,673.65,7907,5274540.35,13-NOV-2023,1101,INE715A01015
WHIRLPOOL,EQ,1584.2,1598.55,1552.75,1591.8,1552.75,1584.1,22835,36219334.4,13-NOV-2023,4643,INE716A01013
WILLAMAGOR,EQ,29.7,31.0,28.95,29.65,30.0,30.3,102127,3052401.25,13-NOV-2023,2043,INE210A01017
WINDLAS,EQ,415.0,433.5,409.35,417.6,417.25,416.25,243030,102788072.85,13-NOV-2023,17133,INE0H5O01029
WINDMACHIN,EQ,83.8,95.5,83.5,88.1,87.75,82.9,654280,58783530.5,13-NOV-2023,7036,INE052A01021
WIPRO,EQ,382.6,382.9,380.0,381.65,382.05,382.45,1792951,683234046.35,13-NOV-2023,63717,INE075A01022
WOCKPHARMA,EQ,256.9,287.8,252.2,285.0,283.0,256.95,13462065,3712430908.3,13-NOV-2023,122145,INE049B01025
WONDERLA,EQ,910.0,910.0,891.8,897.45,898.0,908.45,100557,90494618.6,13-NOV-2023,7608,INE066O01014
WORTH,EQ,105.8,106.65,105.2,105.7,105.9,105.9,16551,1750660.0,13-NOV-2023,248,INE196Y01018
WSTCSTPAPR,EQ,725.0,725.7,710.05,712.75,714.0,719.95,83888,59994706.1,13-NOV-2023,6114,INE976A01021
XCHANGING,EQ,97.6,98.8,97.45,98.15,98.05,98.95,207909,20374602.9,13-NOV-2023,2037,INE692G01013
XELPMOC,EQ,84.15,85.5,83.9,84.95,85.15,84.2,12694,1079816.4,13-NOV-2023,239,INE01P501012
XPROINDIA,EQ,881.0,909.35,875.05,897.6,900.0,888.35,34897,31169942.3,13-NOV-2023,5427,INE445C01015
YASHO,EQ,1630.75,1639.0,1599.05,1630.65,1631.35,1617.7,3475,5643670.3,13-NOV-2023,1128,INE616Z01012
YATHARTH,EQ,389.9,392.15,386.0,389.05,388.75,392.1,170832,66478002.2,13-NOV-2023,6686,INE0JO301016
YATRA,EQ,139.85,141.1,137.5,138.65,138.3,139.1,212323,29595932.4,13-NOV-2023,5037,INE0JR601024
YESBANK,EQ,18.4,19.5,18.15,19.4,19.3,18.4,493509056,9406595673.3,13-NOV-2023,146547,INE528G01035
YUKEN,EQ,708.7,710.8,680.0,681.05,683.95,703.65,7977,5490247.7,13-NOV-2023,593,INE384C01016
ZAGGLE,EQ,235.95,264.0,233.0,259.5,256.95,236.25,3454620,875100452.4,13-NOV-2023,52635,INE07K301024
ZEEL,EQ,252.0,254.5,249.35,252.1,251.2,252.0,5655814,1423672421.4,13-NOV-2023,33140,INE256A01028
ZEEMEDIA,EQ,15.95,16.1,15.7,15.95,16.0,15.95,4632442,73500196.3,13-NOV-2023,2943,INE966H01019
ZENITHEXPO,EQ,129.65,132.25,129.65,129.85,129.85,129.65,1031,134642.2,13-NOV-2023,73,INE058B01018
ZENSARTECH,EQ,492.0,493.25,484.25,487.8,488.0,491.95,317911,155136919.6,13-NOV-2023,13242,INE520A01027
ZFCVINDIA,EQ,16795.05,16945.0,16444.7,16563.8,16525.0,16839.75,4799,80061716.6,13-NOV-2023,2947,INE342J01019
ZIMLAB,EQ,118.65,121.5,118.1,120.45,121.0,120.0,189031,22681296.8,13-NOV-2023,2547,INE518E01015
ZODIACLOTH,EQ,129.9,131.9,128.0,129.15,129.05,129.8,25510,3299519.0,13-NOV-2023,879,INE206B01013
ZOMATO,EQ,122.65,123.1,121.5,122.2,122.25,123.25,28348143,3464399570.1,13-NOV-2023,153866,INE758T01015
ZOTA,EQ,438.2,438.45,428.0,437.05,438.0,433.4,21408,9303858.3,13-NOV-2023,1874,INE358U01012
ZUARI,EQ,156.6,159.0,154.5,157.8,157.65,156.6,65345,10267707.95,13-NOV-2023,2712,INE840M01016
ZUARIIND,EQ,150.15,150.35,147.35,147.85,147.6,149.45,38672,5751536.7,13-NOV-2023,825,INE217A01012
ZYDUSLIFE,EQ,622.05,622.4,616.05,620.25,621.85,623.35,845300,523587036.5,13-NOV-2023,23953,INE010B01027
ZYDUSWELL,EQ,1544.5,1544.5,1520.0,1524.0,1528.0,1536.8,10854,16608390.75,13-NOV-2023,1961,INE768C01010
