SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
ABSLNN50ET,EQ,48.27,48.27,46.7,47.14,47.2,47.1,3135,147534.83,10-NOV-2023,129,INF209KB16D7
ACC,EQ,1844.0,1846.5,1818.0,1825.3,1827.0,1844.95,259623,474213995.75,10-NOV-2023,15952,INE012A01025
ACCELYA,EQ,1380.0,1409.95,1378.8,1396.0,1400.0,1381.35,11603,16212004.5,10-NOV-2023,2165,INE793A01012
ACCURACY,EQ,9.75,9.9,9.25,9.4,9.35,9.75,498228,4769241.2,10-NOV-2023,1431,INE648Z01023
ACE,EQ,850.0,894.7,843.7,854.45,861.5,807.25,914003,791090199.3,10-NOV-2023,34792,INE731H01025
ACEINTEG,EQ,35.6,35.85,33.8,34.8,34.35,35.35,2571,90428.65,10-NOV-2023,83,INE543V01017
ACI,EQ,529.8,535.8,526.0,527.1,527.0,527.1,295865,156558669.35,10-NOV-2023,14637,INE128X01021
ACL,EQ,96.7,98.45,94.4,96.05,95.3,96.7,8770,842399.55,10-NOV-2023,399,INE666E01020
ADANIENSOL,EQ,748.0,763.0,744.1,760.45,762.0,750.2,278461,210771197.15,10-NOV-2023,9527,INE931S01010
ADANIENT,EQ,2220.25,2237.0,2198.5,2205.1,2209.0,2214.65,1072597,2375324609.65,10-NOV-2023,45963,INE423A01024
ADANIGREEN,EQ,942.8,946.2,927.05,938.7,939.95,938.1,311274,292299752.6,10-NOV-2023,13990,INE364U01010
ADANIPORTS,EQ,808.0,818.8,806.2,808.6,809.95,806.2,3903183,3167742392.35,10-NOV-2023,66315,INE742F01042
ADANIPOWER,EQ,399.95,406.8,395.3,399.4,398.6,401.1,16574959,6668485091.8,10-NOV-2023,98845,INE814H01011
ADFFOODS,EQ,234.2,234.85,226.1,227.55,227.7,236.3,170444,39091402.9,10-NOV-2023,5652,INE982B01027
ADORWELD,EQ,1459.85,1518.0,1453.05,1502.75,1502.1,1446.95,177670,265257947.05,10-NOV-2023,18504,INE045A01017
ADSL,EQ,116.1,118.1,115.25,115.7,115.45,116.5,125307,14601753.3,10-NOV-2023,1613,INE102I01027
ADVANIHOTR,EQ,121.15,123.35,119.0,120.6,120.7,121.55,179919,21723263.1,10-NOV-2023,2823,INE199C01026
ADVENZYMES,EQ,326.4,334.35,322.2,324.4,324.1,329.25,131539,43076099.85,10-NOV-2023,7475,INE837H01020
AEGISCHEM,EQ,316.45,317.8,308.25,310.5,310.35,315.85,1010207,315298658.3,10-NOV-2023,23752,INE208C01025
AEROFLEX,EQ,159.2,160.05,155.5,156.8,157.0,159.6,626021,98849153.95,10-NOV-2023,7509,INE024001021
AETHER,EQ,888.2,898.95,887.05,891.2,889.0,886.9,40006,35741332.2,10-NOV-2023,3436,INE0BWX01014
AFFLE,EQ,1025.7,1038.3,1015.8,1017.6,1017.7,1025.75,109766,112386700.9,10-NOV-2023,10148,INE00WC01027
AGARIND,EQ,907.0,911.1,889.0,892.25,893.0,901.4,24081,21647696.85,10-NOV-2023,2706,INE204E01012
AGI,EQ,973.75,1047.0,959.9,972.35,966.0,974.0,700768,707620783.55,10-NOV-2023,38924,INE415A01038
AGROPHOS,EQ,35.55,39.4,34.55,37.3,36.5,35.9,178684,6538712.95,10-NOV-2023,835,INE740V01019
AGSTRA,EQ,61.35,69.85,61.3,65.75,65.85,61.5,5119476,344641223.3,10-NOV-2023,26168,INE583L01014
AHL,EQ,315.3,322.0,308.0,320.1,321.0,315.9,229645,72518725.65,10-NOV-2023,4098,INE00ZE01026
AHLADA,EQ,113.0,113.0,110.7,112.2,112.65,111.0,12005,1342145.4,10-NOV-2023,182,INE00PV01013
AHLEAST,EQ,129.15,137.0,126.1,133.45,133.0,129.7,23565,3089985.2,10-NOV-2023,453,INE926K01017
AHLUCONT,EQ,680.45,711.25,674.0,680.8,684.5,681.85,235239,162822322.6,10-NOV-2023,14067,INE758C01029
AIAENG,EQ,3610.05,3638.8,3542.0,3559.5,3555.0,3611.15,40915,147263265.05,10-NOV-2023,9001,INE212H01026
AJANTPHARM,EQ,1875.0,1910.0,1858.1,1887.85,1885.0,1875.15,235241,444544381.9,10-NOV-2023,13691,INE031B01049
AJMERA,EQ,406.0,409.9,400.0,401.75,401.9,406.65,36642,14831683.1,10-NOV-2023,3940,INE298G01027
AJOONI,EQ,5.1,5.1,4.8,4.9,4.9,4.95,869898,4314368.45,10-NOV-2023,811,INE820Y01021
AKASH,EQ,29.6,29.85,29.3,29.65,29.5,29.4,25745,760107.1,10-NOV-2023,587,INE737W01013
AKG,EQ,23.9,24.35,22.4,22.55,22.75,23.65,307235,7089940.3,10-NOV-2023,2543,INE00Y801016
AKSHAR,EQ,6.7,6.7,6.2,6.2,6.2,6.5,1374390,8616587.4,10-NOV-2023,862,INE256Z01025
AKSHARCHEM,EQ,246.1,251.3,246.1,247.35,248.1,248.9,2726,676207.5,10-NOV-2023,335,INE542B01011
AKZOINDIA,EQ,2447.0,2473.0,2421.15,2452.7,2450.0,2438.05,20382,49865834.65,10-NOV-2023,2649,INE133A01011
ALANKIT,EQ,11.95,13.15,11.75,12.7,12.75,12.0,5883231,74687511.25,10-NOV-2023,4625,INE914E01040
ALBERTDAVD,EQ,860.05,872.05,835.0,840.7,845.0,845.9,38367,32681871.6,10-NOV-2023,2929,INE155C01010
ALEMBICLTD,EQ,78.35,79.4,77.95,78.75,79.0,78.25,613215,48282361.3,10-NOV-2023,3139,INE426A01027
ALICON,EQ,835.0,858.0,827.5,831.9,830.0,829.6,20385,17158080.0,10-NOV-2023,1989,INE062D01024
ALKALI,EQ,110.95,110.95,105.75,106.75,107.2,107.45,11523,1237477.3,10-NOV-2023,528,INE773I01017
ALKEM,EQ,4275.1,4325.0,4212.5,4306.25,4310.0,4282.7,361432,1546582424.05,10-NOV-2023,33210,INE540L01014
ALKYLAMINE,EQ,2130.05,2143.1,2124.0,2127.5,2129.2,2124.2,20776,44239403.3,10-NOV-2023,3579,INE150B01039
ALLCARGO,EQ,270.0,275.85,268.25,271.55,272.0,265.85,553293,150536646.7,10-NOV-2023,11869,INE418H01029
ALLSEC,EQ,637.0,637.45,620.0,630.05,625.0,664.55,68599,43178182.8,10-NOV-2023,4586,INE835G01018
ALMONDZ,EQ,82.0,82.6,81.05,81.7,81.95,82.05,14589,1190261.75,10-NOV-2023,204,INE326B01027
ALOKINDS,EQ,18.75,18.95,18.55,18.75,18.8,18.75,7686138,144152333.3,10-NOV-2023,9249,INE270A01029
ALPA,EQ,86.5,89.0,85.1,87.25,87.6,86.4,339742,29679267.55,10-NOV-2023,3768,INE385I01010
ALPHAETF,EQ,18.14,18.14,17.53,17.64,17.7,17.7,10389,183439.21,10-NOV-2023,108,INF769K01KU7
ALPHAGEO,EQ,281.25,283.6,279.0,281.7,282.0,278.6,7101,1992976.2,10-NOV-2023,537,INE137C01018
ALPSINDUS,EQ,2.15,2.15,2.05,2.05,2.05,2.1,38270,78985.65,10-NOV-2023,76,INE093B01015
AMBER,EQ,3128.25,3128.25,2970.55,3051.65,3054.0,3128.25,287244,871094772.4,10-NOV-2023,36784,INE371P01015
AMBIKCO,EQ,1525.95,1525.95,1500.0,1506.85,1508.0,1530.55,12017,18096843.75,10-NOV-2023,1813,INE540G01014
AMBUJACEM,EQ,418.75,419.85,415.45,418.1,417.95,418.3,1025880,428333545.15,10-NOV-2023,17442,INE079A01024
AMDIND,EQ,78.65,78.65,73.75,74.35,73.9,77.55,120527,8965654.15,10-NOV-2023,2014,INE005I01014
AMIORG,EQ,1105.65,1124.9,1070.1,1073.55,1074.0,1105.6,134054,145282889.35,10-NOV-2023,15164,INE00FF01017
AMJLAND,EQ,38.55,38.55,36.3,36.55,36.65,38.25,462947,17381744.95,10-NOV-2023,1938,INE606A01024
AMNPLST,EQ,163.35,163.35,157.0,160.0,159.85,162.75,8742,1402793.05,10-NOV-2023,473,INE275D01022
AMRUTANJAN,EQ,608.1,611.0,601.7,602.6,603.0,607.55,13773,8339283.8,10-NOV-2023,965,INE098F01031
ANANDRATHI,EQ,2000.0,2100.0,2000.0,2069.15,2100.0,2010.05,49910,102098188.55,10-NOV-2023,9179,INE463V01026
ANANTRAJ,EQ,247.25,252.1,246.3,247.55,247.0,247.8,788615,196985323.0,10-NOV-2023,10083,INE242C01024
ANDHRAPAP,EQ,553.8,562.95,548.55,553.1,553.0,553.8,93182,51752439.45,10-NOV-2023,7021,INE435A01028
ANDHRSUGAR,EQ,107.5,109.7,106.95,108.2,108.5,107.95,129429,14017842.95,10-NOV-2023,1789,INE715B01021
ANGELONE,EQ,2723.1,2744.0,2669.15,2720.35,2728.95,2704.2,751337,2035519303.75,10-NOV-2023,49983,INE732I01013
ANIKINDS,EQ,42.35,43.5,42.35,42.35,42.35,44.55,99770,4259321.65,10-NOV-2023,885,INE087B01017
ANMOL,EQ,55.0,56.15,54.3,55.4,55.6,55.55,492289,27144954.8,10-NOV-2023,1422,INE02AR01019
ANUP,EQ,2493.0,2620.0,2452.3,2579.5,2590.0,2449.85,57145,146220705.8,10-NOV-2023,8266,INE294Z01018
ANURAS,EQ,904.0,910.0,896.1,906.3,905.0,905.1,114175,103187683.15,10-NOV-2023,4127,INE930P01018
APARINDS,EQ,5152.0,5258.1,5060.0,5107.6,5085.0,5185.4,67686,348880067.05,10-NOV-2023,12037,INE372A01015
APCL,EQ,219.0,223.9,210.75,212.35,212.2,221.4,78952,17074956.9,10-NOV-2023,3197,INE071F01012
APCOTEXIND,EQ,486.95,492.9,481.6,490.95,492.9,482.4,24379,11934218.9,10-NOV-2023,1667,INE116A01032
APEX,EQ,217.2,217.2,214.0,214.65,215.15,217.2,31823,6843339.15,10-NOV-2023,1310,INE346W01013
APLAPOLLO,EQ,1650.8,1666.35,1626.05,1654.55,1656.45,1646.35,1217739,2011642841.85,10-NOV-2023,36767,INE702C01027
APLLTD,EQ,736.45,741.75,724.0,726.6,726.0,734.2,74862,54826472.7,10-NOV-2023,8933,INE901L01018
APOLLO,EQ,114.0,120.4,112.05,116.85,116.95,113.2,6058222,710702191.95,10-NOV-2023,45581,INE713T01028
APOLLOHOSP,EQ,5300.0,5338.0,5218.65,5278.5,5261.8,5297.6,696409,3671332027.85,10-NOV-2023,62330,INE437A01024
APOLLOPIPE,EQ,675.0,699.85,666.05,697.2,697.85,676.25,109202,75404394.4,10-NOV-2023,8802,INE126J01016
APOLLOTYRE,EQ,417.85,419.5,412.9,418.7,418.5,417.85,1716232,715331125.55,10-NOV-2023,30661,INE438A01022
APOLSINHOT,EQ,1739.0,1775.0,1725.1,1732.2,1727.0,1734.05,1969,3438740.1,10-NOV-2023,337,INE451F01024
APTECHT,EQ,245.75,254.65,245.2,253.35,254.5,246.6,262835,66027478.5,10-NOV-2023,8097,INE266F01018
APTUS,EQ,296.0,303.2,290.35,300.45,303.2,286.1,2117633,629195495.0,10-NOV-2023,30913,INE852O01025
ARCHIES,EQ,25.05,25.25,24.5,24.85,24.5,24.9,19265,480957.5,10-NOV-2023,338,INE731A01020
ARE&M,EQ,629.1,630.5,625.55,628.15,628.6,631.15,136433,85619988.7,10-NOV-2023,10173,INE885A01032
ARIES,EQ,173.0,176.15,171.0,174.6,174.55,173.85,31625,5519313.05,10-NOV-2023,762,INE298I01015
ARIHANTCAP,EQ,68.0,69.8,66.75,69.05,68.95,67.65,94017,6470294.65,10-NOV-2023,941,INE420B01036
ARIHANTSUP,EQ,211.75,222.5,210.5,216.6,216.9,213.9,316899,69153497.45,10-NOV-2023,9082,INE643K01018
ARMANFIN,EQ,2127.0,2166.6,2125.0,2136.65,2130.1,2138.6,10395,22212446.65,10-NOV-2023,2016,INE109C01017
ARROWGREEN,EQ,389.9,479.35,385.05,444.4,447.0,437.3,467379,206597591.9,10-NOV-2023,34800,INE570D01018
ARSHIYA,EQ,4.05,4.2,4.05,4.15,4.2,4.1,222983,927852.55,10-NOV-2023,333,INE968D01022
ARTEMISMED,EQ,160.8,163.75,157.35,161.05,161.5,159.05,232296,37409590.15,10-NOV-2023,5726,INE025R01021
ARTNIRMAN,EQ,48.95,49.5,47.25,49.25,49.5,48.0,1277,62033.1,10-NOV-2023,71,INE738V01013
ARVEE,EQ,122.85,122.85,119.0,121.7,119.0,121.3,602,73432.6,10-NOV-2023,29,INE006Z01016
ARVIND,EQ,200.0,215.95,199.1,212.15,211.65,200.45,5961621,1258519225.75,10-NOV-2023,49158,INE034A01011
ARVINDFASN,EQ,378.0,397.0,375.0,380.7,379.9,377.4,1430975,556102275.0,10-NOV-2023,33375,INE955V01021
ARVSMART,EQ,353.8,355.3,349.95,350.65,350.5,353.8,68093,23960121.5,10-NOV-2023,4149,INE034S01021
ASAHIINDIA,EQ,563.8,563.8,553.8,558.6,559.0,560.7,25603,14276526.7,10-NOV-2023,1810,INE439A01020
ASAHISONG,EQ,295.0,300.15,288.35,298.75,299.0,292.3,61797,18239630.0,10-NOV-2023,2151,INE228I01012
ASAL,EQ,400.0,402.0,395.0,397.25,396.25,402.15,10199,4060330.8,10-NOV-2023,970,INE900C01027
ASALCBR,EQ,473.05,480.15,468.55,473.4,472.5,473.05,43657,20700289.0,10-NOV-2023,4217,INE073G01016
ASHIANA,EQ,227.8,240.1,223.0,236.1,236.05,227.2,279629,65491938.75,10-NOV-2023,5290,INE365D01021
ASHIMASYN,EQ,14.8,14.8,14.35,14.6,14.35,14.8,131412,1921508.65,10-NOV-2023,448,INE440A01010
ASHOKA,EQ,139.95,143.6,136.75,139.15,139.2,140.5,2435499,341346978.25,10-NOV-2023,16602,INE442H01029
ASHOKAMET,EQ,21.9,21.9,19.65,20.35,20.25,20.5,192275,3930149.25,10-NOV-2023,2325,INE760Y01011
ASHOKLEY,EQ,171.3,174.25,168.55,173.8,173.75,170.4,11807704,2034699392.15,10-NOV-2023,65258,INE208A01029
ASIANENE,EQ,189.0,189.0,185.3,186.25,186.0,186.4,11855,2218225.9,10-NOV-2023,557,INE276G01015
ASIANHOTNR,EQ,201.05,205.0,200.6,201.35,201.0,211.15,29383,5910827.9,10-NOV-2023,297,INE363A01022
ASIANPAINT,EQ,3070.0,3085.0,3040.1,3076.45,3080.0,3080.2,364232,1115647633.35,10-NOV-2023,40004,INE021A01026
ASIANTILES,EQ,79.7,81.95,79.2,80.65,80.65,79.95,1082453,87279166.6,10-NOV-2023,4958,INE022I01019
ASPINWALL,EQ,240.2,240.2,228.3,231.85,230.95,233.3,2051,473514.3,10-NOV-2023,133,INE991I01015
ASTEC,EQ,1230.25,1260.65,1224.95,1248.5,1241.0,1226.05,7415,9220176.0,10-NOV-2023,961,INE563J01010
ASTERDM,EQ,333.65,341.3,329.8,339.35,337.2,333.1,165661,55837997.85,10-NOV-2023,7241,INE914M01019
ASTRAL,EQ,1890.0,1902.0,1876.05,1891.35,1890.25,1899.25,137779,260277791.8,10-NOV-2023,17168,INE006I01046
ASTRAMICRO,EQ,508.45,521.5,506.0,516.45,518.65,505.3,951270,489426024.85,10-NOV-2023,26320,INE386C01029
ASTRAZEN,EQ,4912.6,4996.9,4650.0,4652.9,4650.0,4912.6,51480,244027393.45,10-NOV-2023,11599,INE203A01020
ATAM,EQ,150.95,152.55,147.3,150.6,149.3,149.5,11581,1739523.15,10-NOV-2023,673,INE09KD01013
ATFL,EQ,803.9,803.9,782.4,788.35,786.0,802.15,5110,4046115.1,10-NOV-2023,610,INE209A01019
ATGL,EQ,535.0,542.2,532.0,539.5,540.0,535.0,292745,157707320.45,10-NOV-2023,11652,INE399L01023
ATL,EQ,41.5,42.5,41.0,41.35,41.25,41.5,819462,34041912.8,10-NOV-2023,2868,INE0NN701020
ATLANTA,EQ,17.75,17.85,17.5,17.85,17.85,17.0,54270,967979.65,10-NOV-2023,156,INE285H01022
ATUL,EQ,6641.6,6682.75,6606.0,6651.3,6651.4,6641.6,30679,203978730.45,10-NOV-2023,4161,INE100A01010
ATULAUTO,EQ,628.4,637.5,626.15,630.7,628.25,623.6,111230,70323075.2,10-NOV-2023,3632,INE951D01028
AUBANK,EQ,689.8,700.55,683.4,699.25,700.0,690.55,1514007,1054489971.55,10-NOV-2023,35646,INE949L01017
AUROPHARMA,EQ,964.0,984.0,941.55,979.7,977.15,950.75,5495149,5323413894.25,10-NOV-2023,123031,INE406A01037
AURUM,EQ,132.0,135.9,132.0,133.6,135.0,133.0,66389,8880200.55,10-NOV-2023,1263,INE898S01029
AUTOAXLES,EQ,2380.7,2389.95,2335.0,2346.7,2355.0,2368.85,12566,29578392.95,10-NOV-2023,2534,INE449A01011
AUTOBEES,EQ,165.99,166.09,164.45,165.18,165.74,165.96,45214,7467975.16,10-NOV-2023,992,INF204KC1337
AVADHSUGAR,EQ,700.0,716.35,696.1,702.1,702.0,702.8,92841,65421620.55,10-NOV-2023,5659,INE349W01017
AVALON,EQ,488.05,491.9,470.5,472.35,473.0,486.7,329700,157932904.0,10-NOV-2023,17845,INE0LCL01028
AVANTIFEED,EQ,394.6,396.75,393.3,395.85,396.5,394.7,60458,23876532.9,10-NOV-2023,3301,INE871C01038
AVG,EQ,285.0,290.0,279.35,288.3,289.9,284.7,27148,7749600.35,10-NOV-2023,723,INE680Z01018
AVONMORE,EQ,83.8,84.15,75.0,77.45,77.65,81.95,63318,4993077.6,10-NOV-2023,1363,INE323B01016
AVROIND,EQ,102.45,102.95,100.5,101.75,102.0,101.65,15279,1555856.55,10-NOV-2023,326,INE652Z01017
AVTNPL,EQ,88.25,93.0,85.8,88.65,89.0,89.05,571384,51075229.05,10-NOV-2023,5838,INE488D01021
AWHCL,EQ,410.0,474.0,396.2,453.95,455.0,402.45,3819268,1709011510.05,10-NOV-2023,112302,INE01BK01022
AWL,EQ,300.35,300.55,293.0,293.4,293.6,300.55,2470854,728778053.25,10-NOV-2023,56426,INE699H01024
AXISBANK,EQ,1017.9,1031.0,1016.65,1029.2,1029.8,1021.9,3294063,3374359818.35,10-NOV-2023,110355,INE238A01034
AXISBNKETF,EQ,442.81,444.89,440.94,443.9,444.0,445.09,46110,20407851.11,10-NOV-2023,54,INF846K01X63
AXISBPSETF,EQ,11.32,11.32,11.27,11.28,11.29,11.27,24085,271675.25,10-NOV-2023,292,INF846K01Z04
AXISCADES,EQ,517.05,542.9,517.05,540.55,540.7,517.05,37231,19893879.35,10-NOV-2023,1418,INE555B01013
AXISCETF,EQ,86.91,87.15,86.5,87.12,87.15,87.21,645,56037.44,10-NOV-2023,24,INF846K016C7
AXISGOLD,EQ,51.38,51.67,51.33,51.58,51.6,51.18,203822,10513572.86,10-NOV-2023,2741,INF846K01W80
AXISHCETF,EQ,99.0,99.77,98.61,99.31,99.77,99.01,2177,215943.51,10-NOV-2023,55,INF846K01Z12
AXISILVER,EQ,72.78,72.78,72.0,72.23,72.2,71.8,13917,1007699.38,10-NOV-2023,215,INF846K011K1
AXISNIFTY,EQ,209.49,209.49,207.31,208.46,209.31,208.93,3328,692897.51,10-NOV-2023,138,INF846K01W98
AXISTECETF,EQ,322.92,326.7,320.61,322.6,324.99,323.95,4234,1362524.73,10-NOV-2023,217,INF846K01Y96
AXITA,EQ,27.8,28.2,27.35,27.45,27.4,27.6,732648,20311385.6,10-NOV-2023,3131,INE02EZ01022
AXSENSEX,EQ,66.68,66.68,64.95,65.25,65.52,65.37,571,37326.39,10-NOV-2023,30,INF846K010Q0
AYMSYNTEX,EQ,67.95,67.95,66.65,67.15,67.85,66.45,9936,666645.2,10-NOV-2023,323,INE193B01039
BAJAJ-AUTO,EQ,5409.95,5427.05,5349.05,5392.05,5391.6,5418.9,149325,804218826.4,10-NOV-2023,25480,INE917I01010
BAJAJCON,EQ,221.25,228.5,220.6,226.05,225.6,219.85,649150,146418892.4,10-NOV-2023,11984,INE933K01021
BAJAJELEC,EQ,1018.1,1022.2,1004.5,1008.65,1008.0,1013.4,27076,27394550.25,10-NOV-2023,3741,INE193E01025
BAJAJFINSV,EQ,1581.0,1598.8,1572.65,1596.0,1594.0,1582.25,672720,1069040443.5,10-NOV-2023,34416,INE918I01026
BAJAJHCARE,EQ,385.4,390.75,374.25,377.3,377.0,396.45,420519,160353655.1,10-NOV-2023,17851,INE411U01027
BAJAJHIND,EQ,31.1,33.25,30.75,32.4,32.45,31.7,28935705,934254703.15,10-NOV-2023,31545,INE306A01021
BAJAJHLDNG,EQ,7015.05,7150.0,7015.05,7138.6,7095.0,7073.8,14493,103200629.55,10-NOV-2023,4609,INE118A01012
BAJFINANCE,EQ,7370.0,7454.0,7346.45,7444.8,7450.3,7386.7,496261,3684870710.1,10-NOV-2023,53636,INE296A01024
BALAJITELE,EQ,75.0,76.45,71.25,71.85,71.6,74.65,1272719,92774223.25,10-NOV-2023,6092,INE794B01026
BALAMINES,EQ,2000.0,2053.4,2000.0,2025.0,2022.95,2010.7,46964,95027069.7,10-NOV-2023,7241,INE050E01027
BALAXI,EQ,416.3,421.4,415.8,419.25,419.1,416.3,327,136943.75,10-NOV-2023,60,INE618N01014
BALKRISHNA,EQ,29.2,30.15,29.1,29.3,29.3,29.6,21258,627406.7,10-NOV-2023,468,INE875R01011
BALKRISIND,EQ,2580.0,2583.75,2547.0,2566.55,2580.0,2584.15,103882,266553258.95,10-NOV-2023,10325,INE787D01026
BALMLAWRIE,EQ,145.0,146.35,144.0,144.8,145.45,145.0,308375,44763063.5,10-NOV-2023,4458,INE164A01016
BALPHARMA,EQ,93.5,94.85,92.25,93.65,93.6,93.5,18995,1773443.25,10-NOV-2023,526,INE083D01012
BALRAMCHIN,EQ,430.25,439.9,430.25,437.5,436.7,432.6,1373853,600666580.1,10-NOV-2023,20061,INE119A01028
BANARBEADS,EQ,90.9,91.65,90.3,90.5,90.5,90.85,15623,1416764.0,10-NOV-2023,451,INE655B01011
BANARISUG,EQ,2560.05,2610.0,2560.0,2580.15,2599.0,2559.25,1052,2726900.65,10-NOV-2023,225,INE459A01010
BANCOINDIA,EQ,522.8,534.7,513.1,532.7,533.45,525.5,212708,111826432.65,10-NOV-2023,10338,INE213C01025
BANDHANBNK,EQ,217.2,218.25,214.6,217.75,218.1,217.2,2769494,599588682.15,10-NOV-2023,24095,INE545U01014
BANG,EQ,47.65,47.85,46.05,46.65,46.55,48.4,39254,1839476.65,10-NOV-2023,826,INE863I01016
BANKA,EQ,74.4,74.4,71.5,73.0,73.15,73.45,16454,1200858.1,10-NOV-2023,903,INE862Y01015
BANKBARODA,EQ,192.5,195.25,191.75,194.85,195.05,193.0,10091704,1956575772.3,10-NOV-2023,42992,INE028A01039
BANKBEES,EQ,441.59,447.09,441.59,446.11,446.27,445.59,387911,172755543.24,10-NOV-2023,5067,INF204KB15I9
BANKETF,EQ,437.05,438.15,434.55,438.02,438.15,437.01,530,231371.91,10-NOV-2023,43,INF769K01KR3
BANKINDIA,EQ,103.7,103.8,102.5,103.0,103.05,103.95,5236922,540111824.55,10-NOV-2023,20567,INE084A01016
BANSWRAS,EQ,143.75,143.75,141.1,141.6,141.6,143.0,72668,10309541.2,10-NOV-2023,1149,INE629D01020
BARBEQUE,EQ,617.75,617.75,604.2,605.7,605.0,614.25,62786,38169979.75,10-NOV-2023,4107,INE382M01027
BASF,EQ,2846.0,2852.0,2790.0,2845.05,2852.0,2846.0,56529,160006959.4,10-NOV-2023,6211,INE373A01013
BASML,EQ,44.85,45.25,43.85,44.45,44.6,44.35,45057,2008610.5,10-NOV-2023,490,INE186H01022
BATAINDIA,EQ,1570.0,1572.0,1548.0,1562.65,1572.0,1572.15,108001,168358149.85,10-NOV-2023,10881,INE176A01028
BAYERCROP,EQ,5420.75,5514.5,5403.25,5433.7,5430.0,5383.25,21221,115711401.0,10-NOV-2023,5573,INE462A01022
BBETF0432,EQ,1092.99,1093.99,1091.09,1091.19,1093.99,1092.35,270,294624.12,10-NOV-2023,9,INF754K01OB1
BBL,EQ,3607.0,3662.95,3571.0,3579.7,3590.0,3636.3,14731,53141019.85,10-NOV-2023,3278,INE464A01028
BBTC,EQ,1432.95,1488.85,1420.0,1459.95,1475.0,1431.4,197232,287334370.1,10-NOV-2023,13014,INE050A01025
BBTCL,EQ,239.55,241.9,236.05,238.35,240.15,234.9,9579,2286567.85,10-NOV-2023,414,INE01EE01011
BCG,EQ,16.85,16.95,16.65,16.8,16.85,16.85,4047135,67938127.15,10-NOV-2023,8175,INE425B01027
BCLIND,EQ,51.85,54.85,51.1,52.25,52.7,51.75,2798226,148770873.4,10-NOV-2023,12736,INE412G01024
