SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
AARVI,EQ,119.0,125.0,119.0,121.65,121.3,118.7,44474,5451200.85,15-NOV-2023,904,INE754X01016
AAVAS,EQ,1525.4,1540.0,1485.5,1489.85,1490.0,1520.2,246224,369051971.05,15-NOV-2023,24564,INE216P01012
ABB,EQ,4292.7,4304.95,4252.0,4258.8,4261.7,4262.75,95758,408689233.85,15-NOV-2023,16307,INE117A01022
ABBOTINDIA,EQ,23299.65,23386.6,22865.05,22926.25,22988.65,23152.65,17952,413129023.75,15-NOV-2023,4844,INE358A01014
ABCAPITAL,EQ,180.0,182.9,178.45,181.7,181.8,177.9,3530578,639731364.75,15-NOV-2023,26759,INE674K01013
ABFRL,EQ,218.25,219.65,214.65,215.15,215.3,215.6,1392904,301726497.05,15-NOV-2023,13169,INE647O01011
ABSLAMC,EQ,454.9,459.9,445.2,453.95,454.0,447.45,151862,69158469.95,15-NOV-2023,10640,INE404A01024
ABSLBANETF,EQ,45.2,45.2,44.35,44.52,44.51,44.28,5775,257356.64,15-NOV-2023,318,INF209KB17D5
ABSLLIQUID,EQ,999.99,1000.01,999.99,1000.01,1000.01,999.99,6373,6372951.24,15-NOV-2023,11,INF209KB18T9
ABSLNN50ET,EQ,48.75,48.75,47.56,47.78,47.75,47.35,6163,294174.51,15-NOV-2023,99,INF209KB16D7
ACC,EQ,1848.0,1858.9,1829.15,1836.35,1836.0,1834.85,274781,507895440.85,15-NOV-2023,18846,INE012A01025
ACCELYA,EQ,1375.95,1387.05,1365.05,1367.45,1370.0,1370.65,24035,32978838.6,15-NOV-2023,3088,INE793A01012
ACCURACY,EQ,10.05,10.15,9.6,9.75,9.8,9.8,486239,4737755.8,15-NOV-2023,1524,INE648Z01023
ACE,EQ,870.05,873.55,862.1,869.8,869.3,858.1,161436,140227991.95,15-NOV-2023,11475,INE731H01025
ACEINTEG,EQ,35.35,35.9,33.6,34.2,33.8,34.95,11871,410383.05,15-NOV-2023,362,INE543V01017
ACI,EQ,540.8,544.9,526.95,528.7,530.0,535.35,210854,112159702.35,15-NOV-2023,11537,INE128X01021
ACL,EQ,98.8,99.75,97.0,97.25,97.8,98.8,15439,1514856.7,15-NOV-2023,554,INE666E01020
ADANIENSOL,EQ,767.0,768.25,751.5,754.35,753.5,759.0,273699,207372121.1,15-NOV-2023,13944,INE931S01010
ADANIENT,EQ,2240.0,2250.0,2220.5,2225.4,2223.95,2213.65,696475,1552018196.9,15-NOV-2023,33170,INE423A01024
ADANIGREEN,EQ,952.0,954.9,940.05,950.15,950.0,940.15,412643,390452488.1,15-NOV-2023,20676,INE364U01010
ADANIPORTS,EQ,818.0,818.0,809.05,810.75,811.0,809.85,1694698,1376609092.9,15-NOV-2023,36310,INE742F01042
ADANIPOWER,EQ,397.95,398.0,388.05,391.0,389.35,390.6,12279448,4806781593.95,15-NOV-2023,72681,INE814H01011
ADFFOODS,EQ,223.25,224.7,217.0,219.25,218.5,222.2,214436,47118173.85,15-NOV-2023,6822,INE982B01027
ADORWELD,EQ,1520.0,1549.0,1468.6,1484.2,1480.1,1508.25,64918,98045323.55,15-NOV-2023,8379,INE045A01017
ADSL,EQ,118.9,121.3,118.9,119.75,120.0,117.1,272857,32737949.9,15-NOV-2023,2424,INE102I01027
ADVANIHOTR,EQ,115.0,115.0,109.6,111.05,110.7,120.4,671096,74795297.15,15-NOV-2023,8419,INE199C01026
ADVENZYMES,EQ,331.9,331.95,326.15,329.25,327.0,327.45,126111,41592717.1,15-NOV-2023,4802,INE837H01020
AEGISCHEM,EQ,317.05,319.7,313.05,314.7,315.0,315.5,294663,92859793.05,15-NOV-2023,14500,INE208C01025
AEROFLEX,EQ,163.8,164.4,160.45,161.0,161.2,162.15,490161,79266884.1,15-NOV-2023,6386,INE024001021
AETHER,EQ,902.05,906.65,894.0,897.55,897.2,899.7,77104,69260685.0,15-NOV-2023,4897,INE0BWX01014
AFFLE,EQ,1030.0,1038.8,1020.2,1026.05,1026.0,1018.8,190267,196271016.75,15-NOV-2023,11419,INE00WC01027
AGARIND,EQ,864.45,913.0,858.65,906.2,910.0,858.6,60559,53794446.75,15-NOV-2023,6396,INE204E01012
AGI,EQ,981.8,1009.2,970.0,973.9,974.8,966.35,260160,255521410.45,15-NOV-2023,18986,INE415A01038
AGROPHOS,EQ,38.0,38.1,37.5,37.55,37.6,37.45,31742,1196446.7,15-NOV-2023,291,INE740V01019
AGSTRA,EQ,69.05,76.6,68.1,75.75,76.5,68.95,4610037,339442679.85,15-NOV-2023,20263,INE583L01014
AHL,EQ,334.0,336.9,330.4,332.4,332.2,328.55,79774,26619899.1,15-NOV-2023,1848,INE00ZE01026
AHLADA,EQ,126.0,127.0,118.8,121.9,120.5,115.9,288821,35611622.6,15-NOV-2023,3065,INE00PV01013
AHLEAST,EQ,133.5,134.8,131.5,132.1,132.0,134.55,6443,855543.2,15-NOV-2023,214,INE926K01017
AHLUCONT,EQ,688.0,800.0,683.0,782.8,796.0,676.25,1203639,908948028.5,15-NOV-2023,77778,INE758C01029
AIAENG,EQ,3616.1,3658.2,3570.0,3585.15,3580.0,3597.2,52577,190089747.25,15-NOV-2023,12503,INE212H01026
AJANTPHARM,EQ,1874.65,1965.2,1853.0,1949.3,1941.75,1868.85,476147,920583951.35,15-NOV-2023,30957,INE031B01049
AJMERA,EQ,404.95,429.95,401.45,425.95,426.8,400.35,332449,139969075.2,15-NOV-2023,17585,INE298G01027
AJOONI,EQ,4.9,4.95,4.6,4.85,4.85,4.9,999218,4818784.15,15-NOV-2023,865,INE820Y01021
AKASH,EQ,29.1,30.1,28.6,29.1,29.45,29.5,29750,868047.05,15-NOV-2023,351,INE737W01013
AKG,EQ,24.4,24.55,23.75,24.05,24.0,24.4,104185,2521392.55,15-NOV-2023,1282,INE00Y801016
AKSHAR,EQ,6.4,6.55,6.3,6.4,6.4,6.3,661663,4243190.25,15-NOV-2023,449,INE256Z01025
AKSHARCHEM,EQ,254.75,255.8,249.15,250.85,252.8,251.35,5383,1351331.1,15-NOV-2023,446,INE542B01011
AKZOINDIA,EQ,2455.95,2468.15,2425.2,2446.25,2445.0,2455.9,10488,25659116.6,15-NOV-2023,2343,INE133A01011
ALANKIT,EQ,13.2,14.3,13.1,14.2,14.2,13.05,7467052,104686863.25,15-NOV-2023,7446,INE914E01040
ALBERTDAVD,EQ,870.0,942.2,869.95,913.2,918.0,866.1,144692,133182867.85,15-NOV-2023,10987,INE155C01010
ALEMBICLTD,EQ,80.3,81.95,79.75,81.5,81.6,79.4,1103640,89354064.15,15-NOV-2023,5485,INE426A01027
ALICON,EQ,841.45,845.15,830.0,835.95,835.0,830.85,5287,4434493.85,15-NOV-2023,727,INE062D01024
ALKALI,EQ,110.0,111.95,108.2,110.45,110.75,109.65,24870,2737918.85,15-NOV-2023,766,INE773I01017
ALKEM,EQ,4337.05,4383.95,4300.3,4344.95,4358.65,4299.95,274824,1190126484.7,15-NOV-2023,28589,INE540L01014
ALKYLAMINE,EQ,2154.75,2154.75,2125.0,2129.15,2130.0,2131.2,20948,44758657.25,15-NOV-2023,4138,INE150B01039
ALLCARGO,EQ,285.0,286.0,279.95,282.8,282.8,282.05,445190,125813350.05,15-NOV-2023,9656,INE418H01029
ALLSEC,EQ,643.0,650.0,635.0,644.0,649.0,631.3,46297,29807680.9,15-NOV-2023,3878,INE835G01018
ALMONDZ,EQ,84.0,85.0,80.0,81.35,80.95,83.6,52708,4364946.75,15-NOV-2023,706,INE326B01027
ALOKINDS,EQ,19.55,19.85,19.3,19.4,19.45,19.3,13712990,267795859.3,15-NOV-2023,14412,INE270A01029
ALPA,EQ,95.05,97.7,94.35,96.0,95.5,94.15,459255,44084086.3,15-NOV-2023,5812,INE385I01010
ALPHAETF,EQ,18.05,18.63,18.05,18.28,18.59,18.04,43353,787307.46,15-NOV-2023,193,INF769K01KU7
ALPHAGEO,EQ,288.7,288.7,282.1,284.25,283.95,286.7,7929,2251751.45,15-NOV-2023,492,INE137C01018
ALPSINDUS,EQ,2.2,2.2,2.05,2.1,2.15,2.15,44150,93267.5,15-NOV-2023,148,INE093B01015
AMBER,EQ,3134.95,3188.8,3090.05,3173.45,3142.5,3095.35,84669,265535332.45,15-NOV-2023,14667,INE371P01015
AMBIKCO,EQ,1521.55,1620.15,1515.05,1602.05,1603.0,1515.6,41674,66114960.15,15-NOV-2023,5847,INE540G01014
AMBUJACEM,EQ,421.0,423.5,417.7,418.15,418.5,419.4,2736651,1149818312.05,15-NOV-2023,63882,INE079A01024
AMDIND,EQ,72.3,74.95,72.0,72.95,73.0,72.35,58089,4263866.05,15-NOV-2023,682,INE005I01014
AMIORG,EQ,1099.05,1099.7,1066.45,1074.25,1074.5,1080.9,75322,81344132.35,15-NOV-2023,8511,INE00FF01017
AMJLAND,EQ,40.0,41.1,38.9,39.5,39.2,38.7,677882,26996183.35,15-NOV-2023,2611,INE606A01024
AMNPLST,EQ,157.9,164.0,151.2,153.8,157.0,157.0,7065,1109012.8,15-NOV-2023,490,INE275D01022
AMRUTANJAN,EQ,592.55,595.55,588.05,592.35,592.0,592.55,34635,20519433.65,15-NOV-2023,2392,INE098F01031
ANANDRATHI,EQ,2106.05,2145.0,2106.0,2132.55,2134.9,2088.25,23516,50082319.3,15-NOV-2023,4520,INE463V01026
ANANTRAJ,EQ,250.0,255.9,248.1,250.6,250.2,249.0,1183171,297555683.75,15-NOV-2023,12400,INE242C01024
ANDHRAPAP,EQ,564.05,568.0,558.05,565.0,566.0,561.95,93319,52593385.1,15-NOV-2023,4858,INE435A01028
ANDHRSUGAR,EQ,110.0,110.6,108.0,108.5,108.7,109.65,151686,16539244.45,15-NOV-2023,1741,INE715B01021
ANGELONE,EQ,2839.0,3090.0,2834.0,3035.1,3025.0,2814.85,2254540,6675263907.5,15-NOV-2023,113834,INE732I01013
ANIKINDS,EQ,45.4,47.15,44.15,47.15,47.15,44.95,89985,4178015.45,15-NOV-2023,544,INE087B01017
ANMOL,EQ,61.0,61.0,58.55,59.2,58.65,60.35,1205450,71449915.55,15-NOV-2023,3602,INE02AR01019
ANUP,EQ,2733.25,2828.0,2708.05,2808.75,2816.85,2727.7,21640,59831558.55,15-NOV-2023,4949,INE294Z01018
ANURAS,EQ,924.7,928.0,915.15,924.1,922.5,918.7,150948,139587573.15,15-NOV-2023,3827,INE930P01018
APARINDS,EQ,5446.0,5668.5,5440.0,5621.45,5595.0,5428.4,179378,1004633411.9,15-NOV-2023,27758,INE372A01015
APCL,EQ,217.35,222.0,215.0,220.2,220.9,213.55,61682,13443031.05,15-NOV-2023,2916,INE071F01012
APCOTEXIND,EQ,524.95,527.6,511.0,518.6,518.0,521.05,63652,32986983.2,15-NOV-2023,5583,INE116A01032
APEX,EQ,217.35,217.35,214.1,214.9,214.5,214.65,70344,15152294.05,15-NOV-2023,2304,INE346W01013
APLAPOLLO,EQ,1700.0,1710.0,1648.05,1662.3,1664.0,1676.5,1839796,3090064617.7,15-NOV-2023,90824,INE702C01027
APLLTD,EQ,738.0,756.95,738.0,755.35,755.0,737.15,92837,69749587.85,15-NOV-2023,5733,INE901L01018
APOLLO,EQ,124.0,133.4,124.0,133.4,133.4,121.3,6135883,802438710.0,15-NOV-2023,21735,INE713T01028
APOLLOHOSP,EQ,5283.85,5295.0,5207.0,5224.95,5227.0,5220.65,356675,1865366368.9,15-NOV-2023,49934,INE437A01024
APOLLOPIPE,EQ,700.8,705.0,694.0,695.5,699.0,700.85,33876,23634210.0,15-NOV-2023,3646,INE126J01016
APOLLOTYRE,EQ,417.0,429.15,416.0,428.3,427.55,415.45,2601327,1102511388.3,15-NOV-2023,30414,INE438A01022
APOLSINHOT,EQ,1856.0,1856.0,1742.5,1768.95,1780.0,1872.4,8770,15546232.35,15-NOV-2023,1389,INE451F01024
APTECHT,EQ,258.8,258.8,251.2,252.05,252.7,255.55,249169,63326562.95,15-NOV-2023,7175,INE266F01018
APTUS,EQ,300.3,303.0,296.0,301.8,301.3,297.8,624074,187047841.2,15-NOV-2023,28435,INE852O01025
ARCHIES,EQ,25.6,25.95,24.35,24.7,24.35,25.6,107131,2667199.65,15-NOV-2023,644,INE731A01020
ARE&M,EQ,641.95,652.2,636.1,642.45,641.05,639.45,408571,262472890.3,15-NOV-2023,15872,INE885A01032
ARIES,EQ,182.05,195.5,182.05,190.15,189.95,182.05,244559,46656111.1,15-NOV-2023,4752,INE298I01015
ARIHANTCAP,EQ,68.65,69.3,68.0,68.3,68.45,68.65,53317,3651887.25,15-NOV-2023,861,INE420B01036
ARIHANTSUP,EQ,234.0,237.0,225.0,233.2,234.05,230.9,454375,105813052.45,15-NOV-2023,3678,INE643K01018
ARMANFIN,EQ,2146.9,2172.5,2122.15,2143.75,2148.0,2136.2,11199,24072581.4,15-NOV-2023,2608,INE109C01017
ARROWGREEN,EQ,445.05,454.8,440.0,442.15,440.0,444.05,40423,18029578.95,15-NOV-2023,4909,INE570D01018
ARSHIYA,EQ,4.2,4.35,3.95,4.25,4.35,4.15,1920779,7907242.5,15-NOV-2023,2076,INE968D01022
ARTEMISMED,EQ,160.55,162.85,158.75,159.25,159.0,160.45,123513,19729269.7,15-NOV-2023,1986,INE025R01021
ARTNIRMAN,EQ,49.75,49.75,48.15,48.95,49.1,49.7,2293,112524.05,15-NOV-2023,68,INE738V01013
ARVEE,EQ,122.95,122.95,114.35,115.25,117.7,119.35,2959,346725.3,15-NOV-2023,120,INE006Z01016
ARVIND,EQ,215.3,220.9,214.05,217.1,216.9,213.5,2963812,648276866.15,15-NOV-2023,37555,INE034A01011
ARVINDFASN,EQ,390.0,403.95,383.3,387.5,390.0,385.55,743282,293318650.75,15-NOV-2023,20084,INE955V01021
ARVSMART,EQ,353.6,355.0,348.5,350.4,350.0,351.8,78187,27501996.65,15-NOV-2023,4623,INE034S01021
ASAHIINDIA,EQ,585.9,587.55,568.4,572.8,573.5,580.55,64540,37134239.05,15-NOV-2023,5756,INE439A01020
ASAHISONG,EQ,304.0,307.4,297.5,298.3,299.0,302.7,45740,13856764.5,15-NOV-2023,3003,INE228I01012
ASAL,EQ,396.6,402.05,395.05,396.05,397.0,396.5,23128,9174749.65,15-NOV-2023,1312,INE900C01027
ASALCBR,EQ,466.6,477.0,463.85,465.8,463.9,466.6,47563,22404247.1,15-NOV-2023,4669,INE073G01016
ASHIANA,EQ,265.0,270.0,258.05,260.2,261.0,260.4,254211,67135293.2,15-NOV-2023,9308,INE365D01021
ASHIMASYN,EQ,15.8,16.55,15.3,16.35,16.5,15.35,695991,11160244.15,15-NOV-2023,1555,INE440A01010
ASHOKA,EQ,141.9,142.0,138.8,140.55,140.95,139.75,2905776,408739483.55,15-NOV-2023,35588,INE442H01029
ASHOKAMET,EQ,20.15,21.1,20.0,20.15,20.2,20.65,85275,1754093.6,15-NOV-2023,1128,INE760Y01011
ASHOKLEY,EQ,175.95,175.95,173.9,174.75,174.7,173.95,6875266,1200952083.35,15-NOV-2023,49992,INE208A01029
ASIANENE,EQ,184.65,187.0,180.0,182.35,181.6,184.65,18664,3420932.95,15-NOV-2023,738,INE276G01015
ASIANHOTNR,EQ,219.0,219.0,201.45,207.55,206.5,212.05,5159,1086468.7,15-NOV-2023,343,INE363A01022
ASIANPAINT,EQ,3085.7,3118.85,3078.7,3116.2,3115.8,3085.6,700017,2170906897.2,15-NOV-2023,64696,INE021A01026
ASIANTILES,EQ,81.25,82.45,79.65,79.9,79.8,80.8,1073459,86290901.7,15-NOV-2023,4513,INE022I01019
ASKAUTOLTD,EQ,303.3,316.7,303.3,310.1,309.9,282.0,21693577,6708480922.0,15-NOV-2023,217895,INE491J01022
ASPINWALL,EQ,231.1,236.95,230.15,230.45,230.15,230.5,3017,700865.9,15-NOV-2023,118,INE991I01015
ASTEC,EQ,1286.35,1300.0,1275.35,1296.6,1299.0,1279.95,7340,9462630.8,15-NOV-2023,1574,INE563J01010
ASTERDM,EQ,343.0,343.0,332.25,336.6,336.0,341.7,413446,138529588.6,15-NOV-2023,13047,INE914M01019
ASTRAL,EQ,1889.0,1898.0,1875.4,1883.5,1882.25,1873.25,222223,418770160.35,15-NOV-2023,23151,INE006I01046
ASTRAMICRO,EQ,542.9,554.0,532.1,544.7,543.1,536.3,1090836,592444165.0,15-NOV-2023,25692,INE386C01029
ASTRAZEN,EQ,4654.1,4654.1,4510.0,4611.85,4635.0,4630.95,7672,35480876.05,15-NOV-2023,2648,INE203A01020
ATAM,EQ,152.0,153.9,136.0,143.9,144.4,151.0,97828,13946719.85,15-NOV-2023,2990,INE09KD01013
ATFL,EQ,790.35,804.45,790.35,800.0,800.0,796.85,4158,3324482.5,15-NOV-2023,681,INE209A01019
ATGL,EQ,549.8,549.8,538.0,539.75,540.8,542.0,305793,166013499.75,15-NOV-2023,19138,INE399L01023
ATL,EQ,43.05,46.4,42.75,45.25,45.1,42.6,2895777,131493862.15,15-NOV-2023,9646,INE0NN701020
ATLANTA,EQ,20.55,20.55,20.5,20.55,20.55,19.6,146666,3013983.75,15-NOV-2023,331,INE285H01022
ATUL,EQ,6709.0,6760.0,6660.15,6678.05,6691.0,6674.05,34886,233920419.75,15-NOV-2023,5909,INE100A01010
ATULAUTO,EQ,633.95,638.5,626.75,629.95,632.0,629.65,93696,59320484.15,15-NOV-2023,3562,INE951D01028
AUBANK,EQ,735.2,740.7,724.05,726.55,726.2,729.75,2347341,1713955511.1,15-NOV-2023,62822,INE949L01017
AUROPHARMA,EQ,980.35,983.45,961.85,966.9,965.4,979.6,1931977,1876513906.55,15-NOV-2023,72262,INE406A01037
AURUM,EQ,136.9,137.9,135.1,135.75,135.4,134.9,111846,15252990.3,15-NOV-2023,1879,INE898S01029
AUTOAXLES,EQ,2449.0,2449.0,2390.0,2420.7,2424.0,2403.4,24705,59644395.75,15-NOV-2023,3824,INE449A01011
AUTOBEES,EQ,168.76,168.98,166.55,168.8,168.93,166.17,66086,11084942.25,15-NOV-2023,1221,INF204KC1337
AVADHSUGAR,EQ,698.45,708.0,697.5,700.2,699.7,696.5,56460,39700850.35,15-NOV-2023,5228,INE349W01017
AVALON,EQ,490.95,493.5,476.0,481.0,480.0,480.8,389589,188700346.05,15-NOV-2023,14864,INE0LCL01028
AVANTIFEED,EQ,393.0,398.0,387.3,389.2,391.95,393.8,187455,73422419.8,15-NOV-2023,7432,INE871C01038
AVG,EQ,275.85,275.85,266.75,268.65,268.0,270.4,21698,5855712.6,15-NOV-2023,806,INE680Z01018
AVONMORE,EQ,81.0,82.05,79.65,80.2,80.0,79.8,56014,4539024.5,15-NOV-2023,1525,INE323B01016
AVROIND,EQ,101.35,102.45,95.65,97.45,96.95,101.35,64340,6338636.95,15-NOV-2023,1711,INE652Z01017
AVTNPL,EQ,89.4,91.7,88.7,89.6,89.25,88.4,300555,27077797.15,15-NOV-2023,3989,INE488D01021
AWHCL,EQ,517.3,517.3,493.0,497.2,495.1,513.8,450981,226547345.05,15-NOV-2023,16379,INE01BK01022
AWL,EQ,295.25,299.0,295.05,296.55,296.0,295.1,1191632,353712953.4,15-NOV-2023,21225,INE699H01024
AXISBANK,EQ,1045.0,1045.0,1031.55,1041.35,1041.5,1025.35,7240388,7517665811.35,15-NOV-2023,203111,INE238A01034
AXISBNKETF,EQ,448.6,449.88,447.84,448.1,447.88,444.63,3304,1482219.46,15-NOV-2023,70,INF846K01X63
AXISBPSETF,EQ,11.28,11.6,11.28,11.3,11.31,11.28,28886,326460.71,15-NOV-2023,385,INF846K01Z04
AXISCADES,EQ,603.25,603.25,565.0,572.15,575.0,574.55,230183,135484971.35,15-NOV-2023,4874,INE555B01013
AXISCETF,EQ,87.36,88.05,86.4,87.42,86.4,87.2,4620,404050.01,15-NOV-2023,40,INF846K016C7
AXISGOLD,EQ,51.56,51.89,51.41,51.67,51.69,51.22,120270,6210638.23,15-NOV-2023,1172,INF846K01W80
AXISHCETF,EQ,99.22,99.44,98.81,99.26,99.44,99.21,7255,719499.51,15-NOV-2023,74,INF846K01Z12
AXISILVER,EQ,72.01,73.81,72.01,73.19,73.15,71.31,31111,2266051.74,15-NOV-2023,185,INF846K011K1
AXISNIFTY,EQ,210.99,211.59,208.91,211.15,210.74,208.27,16105,3390998.77,15-NOV-2023,171,INF846K01W98
AXISTECETF,EQ,326.0,329.6,325.01,329.1,329.6,322.31,5877,1929983.72,15-NOV-2023,208,INF846K01Y96
AXITA,EQ,27.65,27.9,26.8,26.95,26.95,27.1,1568447,42497824.3,15-NOV-2023,5490,INE02EZ01022
AXSENSEX,EQ,65.77,76.0,65.0,66.98,76.0,65.29,1072,70850.78,15-NOV-2023,49,INF846K010Q0
AYMSYNTEX,EQ,68.0,69.0,67.25,67.45,67.5,67.8,28822,1958657.25,15-NOV-2023,289,INE193B01039
BAJAJ-AUTO,EQ,5525.0,5555.0,5461.1,5536.7,5523.15,5425.2,640468,3525379208.15,15-NOV-2023,61664,INE917I01010
BAJAJCON,EQ,226.3,227.9,220.0,221.2,221.3,225.1,682930,151897096.85,15-NOV-2023,25075,INE933K01021
BAJAJELEC,EQ,1011.0,1012.95,995.5,1007.05,1008.0,991.7,42624,42733375.1,15-NOV-2023,5231,INE193E01025
BAJAJFINSV,EQ,1600.0,1615.0,1579.95,1587.05,1586.2,1585.2,1684967,2689406254.75,15-NOV-2023,75400,INE918I01026
BAJAJHCARE,EQ,407.0,407.0,388.0,390.95,391.05,397.5,149983,59422193.3,15-NOV-2023,7399,INE411U01027
BAJAJHIND,EQ,33.6,34.15,32.85,33.2,33.2,33.2,16426849,551570280.4,15-NOV-2023,23399,INE306A01021
BAJAJHLDNG,EQ,7163.7,7190.0,7110.15,7183.25,7161.2,7126.2,21269,152341668.1,15-NOV-2023,5153,INE118A01012
BAJFINANCE,EQ,7439.4,7476.2,7119.15,7224.3,7216.95,7360.85,1923440,14060372813.8,15-NOV-2023,199672,INE296A01024
BALAJITELE,EQ,71.45,72.25,69.85,70.5,69.9,70.4,689901,48942516.6,15-NOV-2023,3885,INE794B01026
BALAMINES,EQ,2044.0,2050.0,2015.0,2024.6,2024.0,2031.75,41140,83405870.3,15-NOV-2023,6724,INE050E01027
BALAXI,EQ,421.1,430.2,407.15,409.9,408.0,418.45,4426,1852095.85,15-NOV-2023,369,INE618N01014
BALKRISHNA,EQ,30.0,30.5,29.25,29.75,29.95,29.65,36254,1082992.85,15-NOV-2023,633,INE875R01011
BALKRISIND,EQ,2591.05,2656.0,2585.35,2634.8,2630.05,2573.45,399100,1050426617.25,15-NOV-2023,36654,INE787D01026
BALMLAWRIE,EQ,157.0,157.0,153.5,154.2,154.1,155.35,433431,67357770.3,15-NOV-2023,7023,INE164A01016
BALPHARMA,EQ,101.65,101.7,99.15,100.6,101.1,99.35,109440,10990003.85,15-NOV-2023,1181,INE083D01012
BALRAMCHIN,EQ,430.35,437.55,428.1,436.75,435.9,426.35,907954,394071665.0,15-NOV-2023,16716,INE119A01028
BANARBEADS,EQ,91.35,91.55,90.5,90.75,90.5,90.9,4282,389807.1,15-NOV-2023,148,INE655B01011
BANARISUG,EQ,2627.0,2627.0,2553.6,2607.2,2596.0,2592.1,463,1203650.7,15-NOV-2023,166,INE459A01010
BANCOINDIA,EQ,584.5,595.0,570.0,589.9,586.0,584.5,247349,144450925.05,15-NOV-2023,15410,INE213C01025
BANDHANBNK,EQ,221.5,224.3,220.95,222.1,222.1,219.45,6063087,1349447739.5,15-NOV-2023,61255,INE545U01014
BANG,EQ,48.0,56.5,47.5,56.5,56.5,47.1,781005,42664415.9,15-NOV-2023,2977,INE863I01016
BANKA,EQ,73.6,73.65,72.45,73.0,73.0,73.15,24930,1821135.3,15-NOV-2023,922,INE862Y01015
BANKBARODA,EQ,198.8,199.35,197.25,197.7,197.85,196.7,18154099,3603365260.35,15-NOV-2023,87098,INE028A01039
BANKBEES,EQ,448.99,451.53,448.99,450.48,450.49,446.84,318835,143724374.63,15-NOV-2023,4646,INF204KB15I9
BANKETF,EQ,437.58,442.11,437.58,441.92,441.76,437.58,5125,2264999.83,15-NOV-2023,41,INF769K01KR3
BANKINDIA,EQ,109.1,110.8,107.6,108.0,107.9,107.4,13710851,1498051880.15,15-NOV-2023,36704,INE084A01016
BANSWRAS,EQ,144.0,145.6,142.2,143.9,143.8,143.25,53936,7751914.4,15-NOV-2023,1134,INE629D01020
BARBEQUE,EQ,618.0,619.0,607.7,612.75,613.45,610.4,49484,30305271.35,15-NOV-2023,4481,INE382M01027
BASF,EQ,2874.95,2945.85,2874.95,2931.8,2930.0,2862.1,31300,91465492.4,15-NOV-2023,4489,INE373A01013
BASML,EQ,45.9,46.4,44.1,45.05,45.0,45.1,94260,4243121.5,15-NOV-2023,929,INE186H01022
BATAINDIA,EQ,1581.0,1596.3,1566.05,1592.85,1590.0,1568.7,123249,195169242.8,15-NOV-2023,9760,INE176A01028
BAYERCROP,EQ,5510.0,5624.95,5421.8,5559.95,5550.0,5489.1,35623,198513468.45,15-NOV-2023,7432,INE462A01022
BBETF0432,EQ,1091.07,1093.99,1091.06,1091.52,1091.52,1090.6,740,808242.52,15-NOV-2023,30,INF754K01OB1
BBL,EQ,3665.9,3690.0,3609.0,3616.2,3613.95,3627.05,16584,60241755.15,15-NOV-2023,3674,INE464A01028
BBTC,EQ,1470.0,1481.2,1425.55,1438.9,1437.0,1453.8,113649,165581735.95,15-NOV-2023,10241,INE050A01025
BBTCL,EQ,249.0,264.95,245.6,261.15,260.5,241.45,46309,11963073.45,15-NOV-2023,1570,INE01EE01011
BCG,EQ,17.3,17.5,17.1,17.2,17.25,17.1,9910892,171445326.0,15-NOV-2023,12561,INE425B01027
