SYMBOL,TIMESTAMP,CLOSE,TOTTRDQTY,moving_average
BALAMINES,15-NOV-2023,2024.6,41140,1047.5500000000004
BALKRISIND,15-NOV-2023,2634.8,399100,1332.2750000000005
BALRAMCHIN,15-NOV-2023,436.75,907954,268.67500000000047
BANARISUG,15-NOV-2023,2607.2,463,1348.9750000000004
BANKA,15-NOV-2023,73.0,24930,64.75000000000045
BANKBARODA,15-NOV-2023,197.7,18154099,135.35000000000045
BANKBEES,15-NOV-2023,450.48,318835,324.0900000000005
BANSWRAS,15-NOV-2023,143.9,53936,125.95000000000046
BARBEQUE,15-NOV-2023,612.75,49484,378.32500000000044
BASF,15-NOV-2023,2931.8,31300,1772.2750000000005
BATAINDIA,15-NOV-2023,1592.85,123249,818.9500000000004
BAYERCROP,15-NOV-2023,5559.95,35623,3576.4000000000005
BBL,15-NOV-2023,3616.2,16584,2353.8600000000006
BCLIND,15-NOV-2023,53.7,1706548,35.45000000000046
BDL,15-NOV-2023,1089.7,598783,571.7000000000005
BECTORFOOD,15-NOV-2023,1315.5,307493,1202.6000000000004
BEML,15-NOV-2023,2269.9,188976,1206.4750000000004
BERGEPAINT,15-NOV-2023,575.3,863431,331.70000000000044
BFUTILITIE,15-NOV-2023,621.45,105096,320.74000000000046
BHAGCHEM,15-NOV-2023,1623.95,3615,848.5000000000005
BHARATFORG,15-NOV-2023,1061.8,1213644,605.0000000000005
BHARATRAS,15-NOV-2023,9042.75,692,4578.625
BHARTIARTL,15-NOV-2023,950.0,4816316,616.475
BIGBLOC,15-NOV-2023,154.65,44553,146.025
BIKAJI,15-NOV-2023,549.45,1545656,352.05
BIRLACABLE,15-NOV-2023,274.35,59293,161.8
BIRLACORPN,15-NOV-2023,1274.75,61112,774.55
BLAL,15-NOV-2023,157.75,229049,133.725
BLISSGVS,15-NOV-2023,131.9,1648158,76.875
BLS,15-NOV-2023,272.9,1205140,169.25
BLUEDART,15-NOV-2023,6816.35,10044,3544.625
BLUESTARCO,15-NOV-2023,967.1,255675,679.825
BOMDYEING,15-NOV-2023,158.55,2044039,116.47500000000001
BOROLTD,15-NOV-2023,408.5,77476,283.525
BORORENEW,15-NOV-2023,427.65,163628,418.075
BOSCHLTD,15-NOV-2023,19722.4,27938,10075.025000000001
BRIGADE,15-NOV-2023,736.0,550448,564.275
BRITANNIA,15-NOV-2023,4710.8,269650,2723.4
BSE,15-NOV-2023,2302.35,3193144,1171.55
BSLSENETFG,15-NOV-2023,64.06,735,43.185
BSOFT,15-NOV-2023,612.45,4323893,338.255
BUTTERFLY,15-NOV-2023,1064.65,4637,536.325
CAMLINFINE,15-NOV-2023,129.7,307054,71.675
CAMPUS,15-NOV-2023,258.05,873333,193.875
CAMS,15-NOV-2023,2804.45,1308922,1531.25
CANFINHOME,15-NOV-2023,752.3,606512,579.8499999999999
CAPACITE,15-NOV-2023,245.3,6115889,224.7
CAPLIPOINT,15-NOV-2023,1313.15,345283,779.225
CARBORUNIV,15-NOV-2023,1088.25,95368,593.075
CARERATING,15-NOV-2023,850.3,76381,533.5999999999999
CARTRADE,15-NOV-2023,852.1,188136,851.2
CARYSIL,15-NOV-2023,869.2,203329,860.6500000000001
CCL,15-NOV-2023,635.0,54357,384.85
CDSL,15-NOV-2023,1811.9,2994626,1223.45
CEATLTD,15-NOV-2023,2114.25,229063,1963.075
CENTURYPLY,15-NOV-2023,639.6,67351,335.925
CENTURYTEX,15-NOV-2023,1235.1,377974,937.3499999999999
CERA,15-NOV-2023,8771.35,17514,5003.225
CGCL,15-NOV-2023,751.95,90530,421.625
CHALET,15-NOV-2023,596.85,69231,495.57500000000005
CHEMBOND,15-NOV-2023,438.65,25692,371.7
CHEMFAB,15-NOV-2023,367.1,12985,316.475
CHEMPLASTS,15-NOV-2023,449.25,115987,408.175
CHENNPETRO,15-NOV-2023,638.95,5896752,544.1
CHEVIOT,15-NOV-2023,1228.85,7740,933.9
CHOLAFIN,15-NOV-2023,1166.75,1514890,804.775
CIGNITITEC,15-NOV-2023,1097.25,95392,795.9
CIPLA,15-NOV-2023,1241.75,1323010,1169.5
CLEAN,15-NOV-2023,1372.8,51859,1307.275
CLSEL,15-NOV-2023,214.0,112650,149.15
CMSINFO,15-NOV-2023,381.15,342646,297.575
COCHINSHIP,15-NOV-2023,1098.25,3937232,673.55
COFORGE,15-NOV-2023,5343.25,467034,2694.925
CONCOR,15-NOV-2023,755.55,1248206,389.575
CONCORDBIO,15-NOV-2023,1362.8,282852,1059.175
CONSOFINVT,15-NOV-2023,191.55,86394,139.05
CONTROLPR,15-NOV-2023,906.95,128480,500.92500000000007
CORDSCABLE,15-NOV-2023,114.5,87526,79.67500000000005
COROMANDEL,15-NOV-2023,1115.25,154847,614.875
CPSEETF,15-NOV-2023,56.93,1467527,30.69
CRAFTSMAN,15-NOV-2023,4805.75,35088,2431.34
CREDITACC,15-NOV-2023,1674.6,213498,839.275
CRISIL,15-NOV-2023,4162.15,29994,2234.85
CSBBANK,15-NOV-2023,362.25,310003,219.92499999999998
CSLFINANCE,15-NOV-2023,403.95,172192,383.1
CUB,15-NOV-2023,143.75,4669080,104.55
CUMMINSIND,15-NOV-2023,1826.75,672912,945.4
CYIENT,15-NOV-2023,1677.75,424831,910.95
DALBHARAT,15-NOV-2023,2122.2,466308,1324.1
DATAMATICS,15-NOV-2023,575.8,96794,313.2
DATAPATTNS,15-NOV-2023,1856.25,118424,1216.025
DBL,15-NOV-2023,422.75,4781970,359.075
DBREALTY,15-NOV-2023,198.55,5598359,177.75
DCMNVL,15-NOV-2023,163.1,18117,118.07499999999999
DCMSHRIRAM,15-NOV-2023,902.65,41397,532.875
DCXINDIA,15-NOV-2023,317.95,3676143,185.29999999999995
DECCANCE,15-NOV-2023,491.95,17088,404.94999999999993
DEEPAKFERT,15-NOV-2023,615.0,259742,553.4749999999999
DEEPAKNTR,15-NOV-2023,2119.6,131703,1367.2999999999997
DEEPINDS,15-NOV-2023,254.45,97886,200.55
DELHIVERY,15-NOV-2023,411.35,926172,332.90000000000003
DENORA,15-NOV-2023,1773.9,17113,916.4000000000001
DEVYANI,15-NOV-2023,182.25,1934220,160.375
DHAMPURSUG,15-NOV-2023,262.15,222989,140.67499999999998
DHANI,15-NOV-2023,39.55,729418,34.925
DHANUKA,15-NOV-2023,884.45,149824,462.0
DHUNINV,15-NOV-2023,956.5,5518,508.75
DIAMONDYD,15-NOV-2023,808.05,13268,636.325
DIVGIITTS,15-NOV-2023,1088.1,16093,552.875
DIVISLAB,15-NOV-2023,3536.85,256472,2312.475
DIXON,15-NOV-2023,5254.25,403413,2657.075
DLF,15-NOV-2023,622.1,3886884,391.05
DMART,15-NOV-2023,3791.95,372291,2054.025
DODLA,15-NOV-2023,813.0,1041905,553.25
DOLLAR,15-NOV-2023,444.3,59000,255.925
DPABHUSHAN,15-NOV-2023,591.45,15709,343.75
DPWIRES,15-NOV-2023,600.95,59206,312.95000000000005
DREAMFOLKS,15-NOV-2023,507.65,147621,275.9
DRREDDY,15-NOV-2023,5419.95,284481,2952.9
DSPGOLDETF,15-NOV-2023,60.2,4699,52.34
DSPN50ETF,15-NOV-2023,200.91,976,116.305
DSPNEWETF,15-NOV-2023,243.89,3308,222.39999999999998
DSPQ50ETF,15-NOV-2023,192.32,1024,107.66499999999999
DSPSILVETF,15-NOV-2023,70.87,17960,68.355
DSSL,15-NOV-2023,660.75,22301,365.81
DVL,15-NOV-2023,335.95,410146,172.75
DYCL,15-NOV-2023,409.4,42520,250.025
DYNAMATECH,15-NOV-2023,4017.75,4718,2213.575
EBBETF0425,15-NOV-2023,1164.41,3136,603.205
EBBETF0430,15-NOV-2023,1306.22,12718,1235.315
ECLERX,15-NOV-2023,2431.65,435202,1745.115
EICHERMOT,15-NOV-2023,3848.3,1914550,1955.9750000000001
EIHAHOTELS,15-NOV-2023,435.55,19451,286.975
EIMCOELECO,15-NOV-2023,1556.0,18274,895.425
ELDEHSG,15-NOV-2023,728.1,1456,434.775
ELECON,15-NOV-2023,890.6,218867,809.3499999999999
ELGIEQUIP,15-NOV-2023,521.2,323439,317.05
EMAMILTD,15-NOV-2023,504.15,308463,329.575
EMIL,15-NOV-2023,207.45,1595135,145.875
EMSLIMITED,15-NOV-2023,417.45,1019506,261.55
EMUDHRA,15-NOV-2023,469.6,110247,443.52500000000003
ENDURANCE,15-NOV-2023,1588.4,68017,1029.0
ENGINERSIN,15-NOV-2023,147.2,5348385,83.75
ENIL,15-NOV-2023,186.85,93749,167.02499999999998
EPIGRAL,15-NOV-2023,932.05,24490,559.4499999999999
ERIS,15-NOV-2023,897.0,72694,497.49999999999994
ESABINDIA,15-NOV-2023,5898.5,8047,2959.225
ESCORTS,15-NOV-2023,3138.85,138825,1604.125
ESTER,15-NOV-2023,86.35,74120,46.724999999999994
ETHOSLTD,15-NOV-2023,2011.1,381632,1048.725
EVERESTIND,15-NOV-2023,1147.95,28405,750.425
EXPLEOSOL,15-NOV-2023,1256.15,47450,764.225
FACT,15-NOV-2023,733.65,1146748,432.125
FAIRCHEMOR,15-NOV-2023,1182.3,16325,957.9749999999999
FDC,15-NOV-2023,384.25,102898,193.52500000000012
FIEMIND,15-NOV-2023,1807.6,20354,919.7
FINCABLES,15-NOV-2023,907.25,381806,477.8000000000001
FINEORG,15-NOV-2023,4288.05,15701,2597.65
FIVESTAR,15-NOV-2023,807.45,361230,499.85
FLUOROCHEM,15-NOV-2023,2808.85,81162,1808.15
FORTIS,15-NOV-2023,359.1,2621313,269.5749999999998
FOSECOIND,15-NOV-2023,3475.9,2729,1917.4999999999998
FUSION,15-NOV-2023,597.15,325738,380.32499999999976
GALAXYSURF,15-NOV-2023,2856.5,25947,1491.6749999999997
GANDHITUBE,15-NOV-2023,690.45,2845,394.2499999999998
GANECOS,15-NOV-2023,874.25,38971,782.3499999999998
GANESHHOUC,15-NOV-2023,382.3,60549,264.5499999999998
GARFIBRES,15-NOV-2023,3130.75,9181,1627.7999999999997
GATI,15-NOV-2023,136.9,490252,116.77499999999978
GEECEE,15-NOV-2023,217.1,113344,109.07499999999978
GENESYS,15-NOV-2023,316.45,18494,266.77499999999975
GENUSPOWER,15-NOV-2023,238.95,402525,130.04999999999978
GEPIL,15-NOV-2023,173.1,167911,121.1249999999998
GESHIP,15-NOV-2023,791.85,325686,482.4749999999998
GHCL,15-NOV-2023,525.7,196688,312.6499999999998
GICHSGFIN,15-NOV-2023,185.9,332677,128.22499999999977
GICRE,15-NOV-2023,224.8,244719,205.34999999999977
GILLETTE,15-NOV-2023,6456.8,9918,3276.375
GIPCL,15-NOV-2023,150.7,707652,88.25
GLAND,15-NOV-2023,1616.8,136104,883.75
GLOBAL,15-NOV-2023,242.05,105401,123.15
GLOBUSSPR,15-NOV-2023,821.2,80072,456.05000000000007
GMBREW,15-NOV-2023,668.85,39454,649.7250000000001
GMMPFAUDLR,15-NOV-2023,1649.7,146633,1017.9000000000001
GNA,15-NOV-2023,425.7,78419,232.05
GNFC,15-NOV-2023,707.15,4104309,566.425
GOCLCORP,15-NOV-2023,539.25,112553,531.05
GOCOLORS,15-NOV-2023,1230.0,22850,884.625
GODFRYPHLP,15-NOV-2023,2094.75,49249,1662.375
GODREJCP,15-NOV-2023,987.8,1256912,733.525
GODREJPROP,15-NOV-2023,1863.75,1092596,1266.9499999999998
GOKULAGRO,15-NOV-2023,116.4,82822,77.84999999999988
GOLDETF,15-NOV-2023,60.75,176638,56.10499999999989
GOLDIAM,15-NOV-2023,143.8,514943,102.27499999999989
GOODLUCK,15-NOV-2023,915.8,141037,483.77499999999986
GRANULES,15-NOV-2023,366.25,650795,252.09999999999988
GRAPHITE,15-NOV-2023,471.55,301178,418.89999999999986
GRASIM,15-NOV-2023,1943.95,968317,1207.75
GREENLAM,15-NOV-2023,556.05,51944,343.27499999999986
GRINDWELL,15-NOV-2023,2122.65,79227,1071.35
GROBTEA,15-NOV-2023,888.55,194,539.0749999999998
GRPLTD,15-NOV-2023,3950.2,355,2419.3749999999995
GRWRHITECH,15-NOV-2023,1421.55,17484,1105.9499999999998
GSFC,15-NOV-2023,182.0,3363242,103.58999999999978
GSLSU,15-NOV-2023,207.05,213108,194.52499999999978
GSPL,15-NOV-2023,279.95,373897,243.49999999999977
GTPL,15-NOV-2023,182.35,646397,91.72499999999977
GUFICBIO,15-NOV-2023,274.8,73986,228.57499999999976
GUJALKALI,15-NOV-2023,729.7,54981,502.2499999999998
GUJGASLTD,15-NOV-2023,421.85,671902,321.1249999999998
GULFOILLUB,15-NOV-2023,627.8,303099,524.8249999999998
HAL,15-NOV-2023,2091.0,1634396,1144.475
HARIOMPIPE,15-NOV-2023,712.35,189840,376.375
HARSHA,15-NOV-2023,388.7,71746,266.5
HATSUN,15-NOV-2023,1094.65,41338,557.75
HAVELLS,15-NOV-2023,1262.05,553895,1178.35
HCG,15-NOV-2023,362.65,283747,197.1
HCLTECH,15-NOV-2023,1276.65,2410620,646.4000000000001
HDFCAMC,15-NOV-2023,2769.95,310334,2023.3
HDFCGOLD,15-NOV-2023,53.04,937974,40.5
HDFCGROWTH,15-NOV-2023,100.31,5069,76.675
HDFCLIFE,15-NOV-2023,636.15,2033627,368.23
HDFCLIQUID,15-NOV-2023,999.99,4663,818.0699999999999
HDFCMOMENT,15-NOV-2023,24.11,25187,19.769999999999943
HDFCNEXT50,15-NOV-2023,46.74,4094,35.42499999999994
HDFCNIFBAN,15-NOV-2023,448.47,7715,234.19999999999996
HDFCPVTBAN,15-NOV-2023,231.22,9197,223.22999999999996
HDFCSENSEX,15-NOV-2023,724.7,2389,384.98499999999996
HDFCSML250,15-NOV-2023,129.13,186487,99.97499999999994
HECPROJECT,15-NOV-2023,51.55,8079,30.73999999999994
HEG,15-NOV-2023,1565.0,123540,808.275
HERANBA,15-NOV-2023,359.2,30826,249.29999999999998
HEROMOTOCO,15-NOV-2023,3177.85,570652,1706.85
HGINFRA,15-NOV-2023,852.95,159132,460.65000000000003
HGS,15-NOV-2023,934.6,18976,893.7750000000001
HIL,15-NOV-2023,2630.75,16367,1454.95
HIMATSEIDE,15-NOV-2023,168.65,3931858,156.325
HINDALCO,15-NOV-2023,505.4,11674265,337.025
HINDOILEXP,15-NOV-2023,173.45,1491491,95.3
HINDPETRO,15-NOV-2023,313.6,8865147,243.525
HINDUNILVR,15-NOV-2023,2486.4,1457029,1400.0
HIRECT,15-NOV-2023,576.15,190276,440.225
HITECHCORP,15-NOV-2023,290.4,28810,202.85
HITECHGEAR,15-NOV-2023,413.8,70859,352.1
HLEGLAS,15-NOV-2023,523.2,31253,468.50000000000006
HMAAGRO,15-NOV-2023,696.55,38231,360.125
HNDFDS,15-NOV-2023,537.45,77238,307.975
HOMEFIRST,15-NOV-2023,965.8,104321,615.345
HONAUT,15-NOV-2023,35901.65,7082,18108.100000000002
HPAL,15-NOV-2023,100.4,500925,78.525
HPL,15-NOV-2023,209.2,167083,154.8
HSCL,15-NOV-2023,258.25,1104489,233.72500000000002
HUBTOWN,15-NOV-2023,63.85,385105,44.25000000000003
HUDCO,15-NOV-2023,81.75,9596374,72.80000000000003
HUHTAMAKI,15-NOV-2023,304.75,127627,193.25000000000003
IBULHSGFIN,15-NOV-2023,180.3,22060213,131.05000000000004
ICEMAKE,15-NOV-2023,579.5,46460,379.90000000000003
ICICI5GSEC,15-NOV-2023,54.3,23804,41.815
ICICIALPLV,15-NOV-2023,212.16,49727,133.23
ICICIBANK,15-NOV-2023,941.1,19492138,509.82000000000005
ICICIBANKP,15-NOV-2023,229.51,8897,137.07500000000005
ICICICONSU,15-NOV-2023,88.04,6534,77.21500000000006
ICICIFMCG,15-NOV-2023,540.17,21625,280.67
ICICIGI,15-NOV-2023,1395.55,627341,967.86
ICICIINFRA,15-NOV-2023,65.2,109053,59.105000000000004
ICICILIQ,15-NOV-2023,999.99,221275,532.595
ICICINF100,15-NOV-2023,216.2,53596,120.295
ICICIPHARM,15-NOV-2023,99.69,106582,73.845
ICICIPRULI,15-NOV-2023,543.25,1701447,321.47
ICICISENSX,15-NOV-2023,733.1,1545,449.635
ICIL,15-NOV-2023,294.8,349574,163.96
ICRA,15-NOV-2023,5609.55,8162,2952.175
IDEAFORGE,15-NOV-2023,814.4,85197,414.22499999999997
IDFNIFTYET,15-NOV-2023,211.0,1643,148.925
IFBAGRO,15-NOV-2023,472.05,5278,303.77500000000003
IFBIND,15-NOV-2023,974.3,150362,723.175
IFGLEXPOR,15-NOV-2023,692.2,82858,358.62500000000006
IGPL,15-NOV-2023,441.9,28729,414.6
IIFL,15-NOV-2023,632.45,318558,537.1750000000001
IKIO,15-NOV-2023,349.75,1279102,234.25000000000006
IMFA,15-NOV-2023,480.5,342681,265.975
IMPAL,15-NOV-2023,836.0,2490,658.25
INDIAGLYCO,15-NOV-2023,695.4,49987,454.375
INDIAMART,15-NOV-2023,2584.2,322758,1639.8
INDIGO,15-NOV-2023,2543.35,778846,1395.875
INDOBORAX,15-NOV-2023,151.45,42952,132.325
INDOCO,15-NOV-2023,332.15,53820,241.79999999999998
INDOTHAI,15-NOV-2023,220.05,472,136.22500000000002
INDUSINDBK,15-NOV-2023,1493.95,6293703,775.075
INFOBEAN,15-NOV-2023,410.2,14993,216.14999999999998
INFRABEES,15-NOV-2023,664.09,5782,334.745
INFY,15-NOV-2023,1410.5,8551860,1037.295
INGERRAND,15-NOV-2023,2952.35,21084,2181.425
INOXWIND,15-NOV-2023,259.4,2422338,165.6
INSECTICID,15-NOV-2023,518.4,44253,388.9
INTELLECT,15-NOV-2023,689.9,467428,389.5
IOB,15-NOV-2023,41.6,26456887,21.900000000000002
IOC,15-NOV-2023,101.7,35721107,71.65
IOLCP,15-NOV-2023,430.2,129203,265.95
IONEXCHANG,15-NOV-2023,574.5,168047,502.34999999999997
IPCALAB,15-NOV-2023,1057.35,166090,815.925
IRCON,15-NOV-2023,158.15,8693132,96.775
IRCTC,15-NOV-2023,677.35,736475,417.75
IRIS,15-NOV-2023,123.6,85135,98.55
IRMENERGY,15-NOV-2023,446.3,445709,265.875
ISEC,15-NOV-2023,674.8,325205,560.55
ISGEC,15-NOV-2023,785.3,488683,456.65
ITC,15-NOV-2023,441.95,7436428,237.565
ITI,15-NOV-2023,266.05,925206,148.86
IVP,15-NOV-2023,190.9,31391,100.42499999999997
IVZINGOLD,15-NOV-2023,5390.55,89,2790.725
IWEL,15-NOV-2023,3345.4,9963,2769.285
JAGSNPHARM,15-NOV-2023,398.95,7424,248.725
JAMNAAUTO,15-NOV-2023,112.25,776149,95.625
JASH,15-NOV-2023,1328.7,3607,720.475
JAYSREETEA,15-NOV-2023,96.7,33714,69.825
JBCHEPHARM,15-NOV-2023,1513.95,177937,805.325
JHS,15-NOV-2023,26.9,190315,19.625
JINDALPHOT,15-NOV-2023,694.1,32386,360.5
JINDALSTEL,15-NOV-2023,648.3,2491752,577.55
JINDRILL,15-NOV-2023,691.95,85803,670.125
JKCEMENT,15-NOV-2023,3456.05,62968,1760.0
JKLAKSHMI,15-NOV-2023,807.75,1120467,622.875
JLHL,15-NOV-2023,1007.65,57395,680.0
JMFINANCIL,15-NOV-2023,82.65,2761080,80.85
JOCIL,15-NOV-2023,209.0,27262,145.825
JPOLYINVST,15-NOV-2023,686.95,15501,353.55
JSL,15-NOV-2023,471.2,1358416,242.875
JSWHL,15-NOV-2023,4640.95,916,2520.4249999999997
JSWSTEEL,15-NOV-2023,772.85,2443652,485.35
JTLIND,15-NOV-2023,216.45,274689,177.64999999999998
JUBLFOOD,15-NOV-2023,515.75,2125442,366.09999999999997
JUBLINDS,15-NOV-2023,605.35,25212,560.55
JUNIORBEES,15-NOV-2023,493.24,107140,456.395
JUSTDIAL,15-NOV-2023,701.65,131133,597.445
JYOTHYLAB,15-NOV-2023,458.6,1843476,387.0250000000001
KAJARIACER,15-NOV-2023,1279.5,68912,860.1500000000001
KALAMANDIR,15-NOV-2023,266.7,1808821,245.1500000000001
KALYANKJIL,15-NOV-2023,329.8,4132958,298.2500000000001
KAMDHENU,15-NOV-2023,303.9,169463,251.65000000000012
KANORICHEM,15-NOV-2023,120.7,72034,64.10000000000011
KANSAINER,15-NOV-2023,314.55,672670,216.72500000000014
KARURVYSYA,15-NOV-2023,157.15,2257208,107.70000000000012
KAYA,15-NOV-2023,348.55,6165,180.77500000000012
KAYNES,15-NOV-2023,2446.65,114133,1397.6000000000001
KCP,15-NOV-2023,143.35,670979,72.825
KDDL,15-NOV-2023,2871.65,64843,1507.5
KEI,15-NOV-2023,2553.2,201096,1337.3999999999999
KESORAMIND,15-NOV-2023,111.7,2937073,97.275
KFINTECH,15-NOV-2023,524.35,320976,318.02500000000003
KICL,15-NOV-2023,2786.1,7090,1404.8
KINGFA,15-NOV-2023,2256.65,6740,2076.0
KIRLOSBROS,15-NOV-2023,871.9,103386,572.375
KIRLOSIND,15-NOV-2023,3174.95,1640,1864.0749999999998
KKCL,15-NOV-2023,795.0,25495,502.8
KNRCON,15-NOV-2023,263.25,613322,148.025
KOKUYOCMLN,15-NOV-2023,150.2,310277,94.175
KOLTEPATIL,15-NOV-2023,510.15,226509,330.17499999999995
KOTAKBANK,15-NOV-2023,1769.5,3432271,903.245
KOTAKLIQ,15-NOV-2023,1000.0,189,516.475
KOTAKMID50,15-NOV-2023,118.25,54246,66.95
KOTAKNIFTY,15-NOV-2023,211.23,67500,116.85
KOTAKPSUBK,15-NOV-2023,516.12,19330,316.71
KOTHARIPET,15-NOV-2023,157.85,396922,114.72999999999999
KPIGREEN,15-NOV-2023,1041.5,204417,580.575
KPITTECH,15-NOV-2023,1393.1,1329901,1025.55
KRISHANA,15-NOV-2023,252.25,148559,167.6
KRSNAA,15-NOV-2023,635.9,45304,365.575
KSB,15-NOV-2023,3163.85,38769,1899.875
LALPATHLAB,15-NOV-2023,2632.65,101668,1353.875
LANDMARK,15-NOV-2023,753.8,104200,449.67499999999995
LATENTVIEW,15-NOV-2023,412.45,397798,219.025
LAURUSLABS,15-NOV-2023,369.95,1673116,202.275
LAXMIMACH,15-NOV-2023,12906.9,6929,6465.525
LEMONTREE,15-NOV-2023,116.45,5027548,59.1
LFIC,15-NOV-2023,145.75,3524,131.1
LGBBROSLTD,15-NOV-2023,1101.5,65937,623.625
LIBAS,15-NOV-2023,16.6,1425398,13.275
LIBERTSHOE,15-NOV-2023,290.05,123179,153.32500000000002
LICHSGFIN,15-NOV-2023,466.15,3248840,378.1
LICI,15-NOV-2023,606.8,840602,536.475
LICMFGOLD,15-NOV-2023,5534.2,179,3070.5
LICNETFN50,15-NOV-2023,213.4,2390,118.75
LICNETFSEN,15-NOV-2023,717.42,4629,465.40999999999997
LIKHITHA,15-NOV-2023,293.25,144922,251.85500000000002
LINC,15-NOV-2023,682.05,27301,487.65
LINDEINDIA,15-NOV-2023,5963.15,36422,3283.375
LIQUIDSBI,15-NOV-2023,1000.0,170,999.995
LLOYDSME,15-NOV-2023,543.85,174830,296.52500000000003
LODHA,15-NOV-2023,852.75,2894755,698.3
LOVABLE,15-NOV-2023,133.45,43113,117.57499999999999
LOWVOL,15-NOV-2023,153.72,71,143.58499999999998
LOYALTEX,15-NOV-2023,602.8,690,378.26
LT,15-NOV-2023,3064.95,1160184,1833.875
LTIM,15-NOV-2023,5401.65,468132,2713.095
LUPIN,15-NOV-2023,1170.25,1256791,769.175
LUXIND,15-NOV-2023,1419.75,40372,1295.0
M&M,15-NOV-2023,1544.15,2782942,774.7
MADRASFERT,15-NOV-2023,77.45,320705,42.2
MAGADSUGAR,15-NOV-2023,725.7,22707,396.32
MAHAPEXLTD,15-NOV-2023,142.4,19884,94.4
MAHEPC,15-NOV-2023,115.1,90061,97.8
MAHLIFE,15-NOV-2023,509.9,99349,262.055
MAHSCOOTER,15-NOV-2023,7816.85,5053,4088.8250000000003
MAITHANALL,15-NOV-2023,1012.2,41311,932.325
MALLCOM,15-NOV-2023,1036.6,7355,568.36
MANAKSIA,15-NOV-2023,134.0,216148,78.825
MANALIPETC,15-NOV-2023,67.1,473333,56.0
MANAPPURAM,15-NOV-2023,150.5,41640489,108.8
MANGCHEFER,15-NOV-2023,112.25,321680,105.95
MANGLMCEM,15-NOV-2023,423.35,118049,267.8
MANKIND,15-NOV-2023,1862.35,146241,1005.8
MANORAMA,15-NOV-2023,2148.15,3667,1136.625
MANYAVAR,15-NOV-2023,1347.95,161477,861.3
MAPMYINDIA,15-NOV-2023,2127.1,74990,1737.5249999999999
MARATHON,15-NOV-2023,475.55,110835,271.55
MARICO,15-NOV-2023,519.1,2377016,497.32500000000005
MARUTI,15-NOV-2023,10456.05,436538,5251.525
MASTEK,15-NOV-2023,2262.9,82820,1148.165
MAXESTATES,15-NOV-2023,309.85,128207,204.10000000000002
MAXHEALTH,15-NOV-2023,599.15,1593488,454.5
MAYURUNIQ,15-NOV-2023,530.2,73918,339.05
MAZDA,15-NOV-2023,1302.45,8108,916.325
MAZDOCK,15-NOV-2023,1998.7,954522,1650.575
MCDOWELL-N,15-NOV-2023,1046.1,1302729,546.275
MCX,15-NOV-2023,2907.0,3994944,1463.125
MEDPLUS,15-NOV-2023,814.8,106209,446.775
METROBRAND,15-NOV-2023,1258.3,89082,635.775
METROPOLIS,15-NOV-2023,1592.95,119485,1425.625
MGL,15-NOV-2023,1041.85,153816,529.375
MHRIL,15-NOV-2023,399.5,140494,318.925
MIDHANI,15-NOV-2023,363.95,660117,189.75
MITCON,15-NOV-2023,90.3,124460,68.125
MKPL,15-NOV-2023,81.6,1370406,41.599999999999994
MMFL,15-NOV-2023,940.85,129023,511.225
MODISONLTD,15-NOV-2023,119.4,162871,85.775
MOIL,15-NOV-2023,262.15,2602712,140.0
MOLDTECH,15-NOV-2023,263.15,134380,167.7
MOLDTKPAC,15-NOV-2023,878.3,24586,570.7249999999999
MOM100,15-NOV-2023,43.95,223227,36.510000000000005
MOM50,15-NOV-2023,199.32,2281,121.635
MOMOMENTUM,15-NOV-2023,48.4,15760,36.295
MON100,15-NOV-2023,127.85,957649,88.125
MONARCH,15-NOV-2023,463.55,556315,295.7
MONQ50,15-NOV-2023,53.67,33106,35.59500000000003
MONTECARLO,15-NOV-2023,694.75,63359,374.21000000000004
MOREPENLAB,15-NOV-2023,38.3,3857423,31.250000000000057
MOTHERSON,15-NOV-2023,90.65,14248865,64.47500000000005
MOTILALOFS,15-NOV-2023,1223.85,1729568,657.25
MPHASIS,15-NOV-2023,2269.05,1140405,1168.5100000000002
MRF,15-NOV-2023,109379.5,6906,55512.275
MRPL,15-NOV-2023,118.3,16794690,87.9
MSTCLTD,15-NOV-2023,443.65,785439,280.975
MTARTECH,15-NOV-2023,2210.6,232893,1135.3999999999999
MUFIN,15-NOV-2023,124.85,82807,76.525
MUKANDLTD,15-NOV-2023,170.15,233008,147.5
MUNJALSHOW,15-NOV-2023,132.15,48665,97.95
MUTHOOTCAP,15-NOV-2023,401.3,22106,266.725
MUTHOOTFIN,15-NOV-2023,1305.1,479683,853.2
NAGREEKEXP,15-NOV-2023,57.8,74580,33.2
NAHARCAP,15-NOV-2023,284.95,17126,171.375
NAHARPOLY,15-NOV-2023,236.3,80974,182.05
NAHARSPING,15-NOV-2023,264.35,44719,250.32500000000002
NAM-INDIA,15-NOV-2023,405.0,976156,334.675
NATCOPHARM,15-NOV-2023,758.65,3211304,388.875
NAUKRI,15-NOV-2023,4743.6,545292,2418.7250000000004
NAVINFLUOR,15-NOV-2023,3645.6,58681,2021.45
NAVNETEDUL,15-NOV-2023,138.35,535450,99.95
NAZARA,15-NOV-2023,820.45,92495,479.40000000000003
NBIFIN,15-NOV-2023,1774.75,126,921.45
NCLIND,15-NOV-2023,214.8,124498,190.075
NDGL,15-NOV-2023,2023.75,2007,1119.275
NDTV,15-NOV-2023,193.4,272991,108.5
